review_track,track_priority,paper_id,title,year,venue,primary_category,paper_type,scope_relation,primary_url,note_path,minimum_review_status,attack_evidence_status,attack_role,attack_instance_coding_required,reviewer,review_date,adjudication_note,assistant_review_status,recommended_scope,recommended_category,review_outcome,evidence_locators
load_bearing,15,liu2025collective_manipulation,Can an Individual Manipulate the Collective Decisions of Multi-Agents?,2025,EMNLP,attack,Attack; Defense evaluation; Empirical study,core_security,https://aclanthology.org/2025.emnlp-main.611/,papers/attacks/emnlp/2025_liu_manipulate_collective_decisions.md,source_reviewed_pending_author_signoff,confirmed_attack_bearing,introduces_attack; evaluates_defense,yes,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=attack; defense evaluation; empirical study; outcome=ready_after_minor_patch. See load-bearing correction log and detailed source review.,source_reviewed_pending_author_signoff,core_security,attack; defense evaluation; empirical study,ready_after_minor_patch,"Threat model and incomplete-information game in Sec. 3, PDF pp. 3 to 5; stubborn proxy in Sec. 4, PDF pp. 5 to 7; main result tables in Sec. 5, PDF pp. 7 to 10; metric definition and three-seed reporting in evaluation."
load_bearing,16,zheng2026byzantine_reliability,Rethinking the Reliability of Multi-agent System: A Perspective from Byzantine Fault Tolerance,2026,AAAI,defense,Defense; Evaluation; Fault study,core_security,https://ojs.aaai.org/index.php/AAAI/article/view/40806,papers/defenses/aaai/2026_zheng_byzantine_reliability.md,source_reviewed_pending_author_signoff,confirmed_attack_bearing,fault_evaluation; evaluates_defense,yes,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=defense; evaluation; fault study; outcome=ready_after_major_patch. See load-bearing correction log and detailed source review.,source_reviewed_pending_author_signoff,core_security,defense; evaluation; fault study,ready_after_major_patch,"Pilot experiment, PDF pp. 2 to 3, Table 1 and Fig. 2; datasets and metrics, PDF pp. 2 and 5; method, PDF pp. 3 to 5 and Fig. 3; experimental setting, PDF p. 5 and Fig. 2/Table 2; result tables, PDF pp. 5 to 7."
load_bearing,17,triedman2025malicious_code,Multi-Agent Systems Execute Arbitrary Malicious Code,2025,COLM,attack,Attack; Evaluation,core_security,https://openreview.net/forum?id=DAozI4etUp,papers/attacks/colm/2025_triedman_malicious_code.md,source_reviewed_pending_author_signoff,confirmed_attack_bearing,introduces_attack,yes,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=attack; evaluation; outcome=ready_after_minor_patch. See load-bearing correction log and detailed source review.,source_reviewed_pending_author_signoff,core_security,attack; evaluation,ready_after_minor_patch,"Abstract and Introduction, PDF pp. 1 to 2; attack design and system diagrams, PDF p. 2 onward; framework/model result tables; mitigation analysis."
load_bearing,18,arif2026conjunctive,Conjunctive Prompt Attacks in Multi-Agent LLM Systems,2026,ACL,attack,Attack; Evaluation,core_security,https://aclanthology.org/2026.acl-long.1577/,papers/attacks/acl/2026_arif_conjunctive_prompt_attacks.md,source_reviewed_pending_author_signoff,confirmed_attack_bearing,introduces_attack,yes,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=attack; evaluation; outcome=ready_after_major_patch. See load-bearing correction log and detailed source review.,source_reviewed_pending_author_signoff,core_security,attack; evaluation,ready_after_major_patch,"Abstract, PDF p. 1; threat model and routing composition, PDF p. 1 onward; experimental tables for clean, single-fragment, and combined conditions; topology tables for star, chain, and DAG."
load_bearing,19,zhao2026parasites,Parasites in the Toolchain: A Large-Scale Analysis of Attacks on the MCP Ecosystem,2026,IEEE Symposium on Security and Privacy,attack,Attack; Measurement; Ecosystem evaluation,security_relevant,https://doi.org/10.1109/SP63933.2026.00154,papers/attacks/ieee_security_privacy/2026_zhao_parasites_toolchain.md,source_reviewed_pending_author_signoff,confirmed_attack_bearing,introduces_attack; ecosystem_measurement,yes,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=security_relevant; category=attack; measurement; ecosystem evaluation; outcome=ready_after_major_patch. See load-bearing correction log and detailed source review.,source_reviewed_pending_author_signoff,security_relevant,attack; measurement; ecosystem evaluation,ready_after_major_patch,"Abstract and attack workflow, PDF p. 1 onward; attack stages in Secs. 2 to 3; census methods and tables; result tables for 1,062 tools and 370 servers; final IEEE metadata record."
load_bearing,20,li2026a2asecbench,A2ASecBench: A Protocol-Aware Security Benchmark for Agent-to-Agent Multi-Agent Systems,2026,ICLR,evaluation,Benchmark; Evaluation; Attack suite,core_security,https://iclr.cc/virtual/2026/poster/10010017,papers/evaluations/iclr/2026_li_a2asecbench.md,blocked_pending_exact_full_text,confirmed_attack_bearing,benchmark_attack_suite,yes,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=benchmark; evaluation; attack suite; outcome=pending_exact_full-text_verification. See load-bearing correction log and detailed source review.,blocked_pending_exact_source,core_security,benchmark; evaluation; attack suite,pending_exact_full-text_verification,"Official ICLR 2026 poster record; project README for the seven listed benchmark rows, release-case counts, matched controls, deterministic baselines, and output schema. Exact paper page and table references remain unresolved."
standard_attack,21,zhang2024psysafe,PsySafe: A Comprehensive Framework for Psychological-based Attack Defense and Evaluation of Multi-agent System Safety,2024,ACL,attack,Attack; Defense; Benchmark; Evaluation; Empirical study,core_security,https://aclanthology.org/2024.acl-long.812/,papers/attacks/acl/2024_zhang_psysafe.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=security_relevant; category=evaluation; outcome=ready_after_major_patch. Change scope from core_security to security_relevant; change primary category from attack to evaluation/mixed framework; preserve attack as secondary role; fix canonical title punctuation; do not encode JDR/PDR as ASR.,assistant_source_reviewed_pending_author_signoff,security_relevant,evaluation,ready_after_major_patch,"ACL PDF pp. 1-4, Secs. 2.2-2.4; p. 4 Secs. 3.1-3.3; pp. 6-8 Tables 3-5; Appendix B p. 14 for PDR/JDR definitions."
standard_attack,22,amayuelas2024collaboration_attack,MultiAgent Collaboration Attack: Investigating Adversarial Attacks in Large Language Model Collaborations via Debate,2024,Findings of EMNLP,attack,Attack; Evaluation; Empirical study,core_security,https://aclanthology.org/2024.findings-emnlp.407/,papers/attacks/findings_emnlp/2024_amayuelas_collaboration_attack.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,"Assistant source review only. Recommended scope=core_security; category=attack; outcome=ready_after_minor_patch. Keep attack/core_security. Ensure metrics are coded as question-level majority accuracy and adversary agreement, not generic ASR. Record debate topology rather than unspecified collaboration.",assistant_source_reviewed_pending_author_signoff,core_security,attack,ready_after_minor_patch,PDF pp. 1-2 for setup and headline effects; Sec. 3 pp. 3-4; Sec. 4 pp. 4-7; Fig. 6-7 pp. 7-8; conclusion p. 8.
standard_attack,23,khan2025agents_under_siege,Agents Under Siege: Breaking Pragmatic Multi-Agent LLM Systems with Optimized Prompt Attacks,2025,ACL,attack,Attack; Evaluation; Empirical study,core_security,https://aclanthology.org/2025.acl-long.476/,papers/attacks/acl/2025_khan_agents_under_siege.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,"Assistant source review only. Recommended scope=core_security; category=attack; outcome=ready_after_major_patch. Keep attack/core_security. Clarify that primary outcome is target jailbreak, not system-wide compromise. Do not confuse stochastic sample size M with number of agents. Encode ASR denominator as harmful prompt/test case.",assistant_source_reviewed_pending_author_signoff,core_security,attack,ready_after_major_patch,PDF Sec. 3 pp. 3-4; Sec. 4 pp. 4-5; Table 1 pp. 5-6; Secs. 5.2-5.4 pp. 6-8; Appendix B pp. 12-13.
standard_attack,24,peigne2025security_tax,Multi-Agent Security Tax: Trading Off Security and Collaboration Capabilities in Multi-Agent Systems,2025,AAAI,attack,Attack; Defense; Evaluation; Empirical study,core_security,https://ojs.aaai.org/index.php/AAAI/article/view/34970,papers/attacks/aaai/2025_peigne_security_tax.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,"Assistant source review only. Recommended scope=core_security; category=attack; outcome=ready_after_minor_patch. Normalize canonical author metadata; keep attack/core_security; encode system robustness and cooperation separately; mark harmful action as simulated code request, not real-world execution.",assistant_source_reviewed_pending_author_signoff,core_security,attack,ready_after_minor_patch,AAAI/arXiv PDF pp. 1-3 and Fig. 2; Sec. 3 pp. 4-5; Table 1 pp. 5-6; Sec. 5 “Discussion & Limitations” p. 7; appendices for prompts.
standard_attack,25,zhang2025allies_foes,When Allies Turn Foes: Exploring Group Characteristics of LLM-Based Multi-Agent Collaborative Systems Under Adversarial Attacks,2025,Findings of EMNLP,attack,Attack; Defense; Evaluation; Empirical study,core_security,https://aclanthology.org/2025.findings-emnlp.333/,papers/attacks/findings_emnlp/2025_zhang_when_allies_turn_foes.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=attack; outcome=ready_after_minor_patch. Clarify that communication strategies are schedules rather than general graph topology; encode SDI with its question/agent/round denominator; keep external impact claims narrow.,assistant_source_reviewed_pending_author_signoff,core_security,attack,ready_after_minor_patch,"PDF pp. 1-3, Secs. 2.1-2.4 and Eqs. 1-3; pp. 3-6, Figs. 1-4; p. 9 Limitations."
standard_attack,26,zhu2025master,MASTER: Multi-Agent Security Through Exploration of Roles and Topological Structures - A Comprehensive Framework,2025,Findings of EMNLP,attack,Attack; Defense; Benchmark; Evaluation; Empirical study,core_security,https://aclanthology.org/2025.findings-emnlp.917/,papers/attacks/findings_emnlp/2025_zhu_master.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=evaluation; outcome=ready_after_major_patch. Reclassify primary role from attack to evaluation/framework; do not report one fixed agent count; distinguish generated harmful cooperation from verified real-world harm; preserve ASR denominator.,assistant_source_reviewed_pending_author_signoff,core_security,evaluation,ready_after_major_patch,PDF Sec. 3.1 pp. 3-4 and Fig. 2; Secs. 3.2.4-3.2.5 pp. 5-6; Sec. 4.1 pp. 6-7; Table 2; Fig. 5 p. 9.
standard_attack,27,zhang2025breaking_agents,Breaking Agents: Compromising Autonomous LLM Agents Through Malfunction Amplification,2025,EMNLP,attack,Attack; Defense; Evaluation; Empirical study,core_security,https://aclanthology.org/2025.emnlp-main.1771/,papers/attacks/emnlp/2025_zhang_breaking_agents.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=security_relevant; category=attack; outcome=ready_after_major_patch. Downgrade whole-paper scope to security_relevant; code only advanced MAS claims as core interaction evidence; do not use the >80% headline as a population-level MAS result.,assistant_source_reviewed_pending_author_signoff,security_relevant,attack,ready_after_major_patch,PDF Secs. 3.2-3.3 pp. 2-3; Tables 2-4 pp. 5-7; Sec. 5.5 pp. 6-7; Limitations p. 8.
standard_attack,28,yan2026evo_attacker,Evo-Attacker: Memory-Augmented Reinforcement Learning for Long-Horizon Tool Attacks on LLM-MAS,2026,ACL,attack,Attack; Evaluation; Empirical study,core_security,https://aclanthology.org/2026.acl-long.330/,papers/attacks/acl/2026_yan_evo_attacker.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=attack; outcome=ready_after_minor_patch. Do not label its reported metrics as ASR; preserve tool-channel-only visibility and B=3 constraint; do not infer n from G=8 rollouts; narrow “system collapse” to task failure.,assistant_source_reviewed_pending_author_signoff,core_security,attack,ready_after_minor_patch,PDF Sec. 2 pp. 2-3; Fig. 1; Sec. 4.1 p. 4; Table 1 pp. 5; Table 2 pp. 5-6; Sec. 4.5; Limitations p. 8.
standard_attack,29,yan2026mast,"Attack the Messages, Not the Agents: A Multi-round Adaptive Stealthy Tampering Framework for LLM-MAS",2026,AAAI,attack,Attack; Evaluation; Empirical study,core_security,https://ojs.aaai.org/index.php/AAAI/article/view/40224,papers/attacks/aaai/2026_yan_attack_messages.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=attack; outcome=ready_after_minor_patch. Separate task-level ASR from message-level stealth denominator; retain strong on-path and graph-knowledge assumptions; do not describe agents themselves as compromised.,assistant_source_reviewed_pending_author_signoff,core_security,attack,ready_after_minor_patch,"AAAI PDF Sec. 3.2 p. 3; Secs. 4.1-4.2 pp. 3-5, Fig. 2, Eqs. 10-11; Secs. 5.1-5.2 pp. 5-7, Table 1."
standard_attack,30,wang2026shadows_code,Shadows in the Code: Exploring the Risks and Defenses of LLM-based Multi-Agent Software Development Systems,2026,AAAI,attack,Attack; Defense; Benchmark; Evaluation; Empirical study,core_security,https://ojs.aaai.org/index.php/AAAI/article/view/41134,papers/attacks/aaai/2026_wang_shadows_code.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=evaluation; outcome=ready_after_major_patch. Reclassify paper-level role from attack to evaluation; do not claim fixed agent count; distinguish verified malicious code behavior from real-world compromise.,assistant_source_reviewed_pending_author_signoff,core_security,evaluation,ready_after_major_patch,"PDF Methodology pp. 3-5 and Fig. 2; Experiment p. 5; attack/defense results pp. 6-8, Figs. 4-5."
standard_attack,31,wu2026cia,CIA: Inferring the Communication Topology from LLM-based Multi-Agent Systems,2026,ACL,attack,Attack; Evaluation; Empirical study,core_security,https://aclanthology.org/2026.acl-long.815/,papers/attacks/acl/2026_wu_cia.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=attack; outcome=ready_after_minor_patch. Keep primary failure structural confidentiality; record AUC per edge; remove any claim that topology was modified or that later exploitation was verified.,assistant_source_reviewed_pending_author_signoff,core_security,attack,ready_after_minor_patch,PDF Sec. 3 pp. 3-4; Sec. 4 pp. 4-7; Sec. 5 pp. 8-10 and main result tables.
standard_attack,32,ko2026social_dynamics,Social Dynamics as Critical Vulnerabilities that Undermine Objective Decision-Making in LLM Collectives,2026,ACL,attack,Attack; Evaluation; Empirical study,security_relevant,https://aclanthology.org/2026.acl-long.1756/,papers/attacks/acl/2026_ko_social_dynamics.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=security_relevant; category=evaluation; outcome=ready_after_major_patch. Downgrade scope to security_relevant and primary role to evaluation; separate adversarial manipulation from non-adversarial social behavior; do not generalize to all MAS topologies.,assistant_source_reviewed_pending_author_signoff,security_relevant,evaluation,ready_after_major_patch,PDF study design Sec. 3 pp. 3-5; experiments Secs. 4-5 pp. 4-15 and main tables/figures; limitations section.
standard_attack,33,zhou2026hierarchical_attacks,Hierarchical Attacks for Multi-Modal Multi-Agent Reasoning,2026,CVPR,attack,Attack; Benchmark; Evaluation; Empirical study,core_security,https://openaccess.thecvf.com/content/CVPR2026/html/Zhou_Hierarchical_Attacks_for_Multi-Modal_Multi-Agent_Reasoning_CVPR_2026_paper.html,papers/attacks/cvpr/2026_zhou_hierarchical_attacks.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=evaluation; outcome=ready_after_major_patch. Reclassify paper-level role as evaluation/attack suite; split claim-level failure categories; record ASR as clean-correct-sample rate; do not treat all variants as equally interaction-native.,assistant_source_reviewed_pending_author_signoff,core_security,evaluation,ready_after_major_patch,CVPR pp. 42333-42335 Sec. 3 and Fig. 2; p. 42335 Sec. 4.1; p. 42336 Table 2; p. 42338 Fig. 5.
