work_key,title,evidence_set,dominant_contribution,venue,primary_url,doi,arxiv_id,paper_path,note_status,scope_reason_current,interaction_dependence_current,risk_or_property_current,system_studied,multi_agent_dependency,threat_or_security_model,attack_or_failure,defense,evaluation,sok_relevance,security_hits,interaction_hits,weak_hits,triage,final_verdict,recommendation,final_reason,source_checked
lee2026prompt_infection,Prompt Infection: LLM-to-LLM Prompt Injection within Multi-agent Systems,set1_core,attack,ESORICS 2025 International Workshops,https://link.springer.com/chapter/10.1007/978-3-032-16092-8_28,10.1007/978-3-032-16092-8_28,2410.07283,papers/attacks/esorics_workshops/2026_lee_prompt_infection.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence;R3_collective_integrity,Tool-using LLM workflows with global or local message histories and agent societies with changing pairwise conversations.,One externally injected prompt forces each compromised agent to append a self-replicating payload to downstream messages. Infection spreads through communication even to agents that never read the original untrusted content.,"An external adversary able to place one infectious prompt in a PDF, email, or web page.",,,,,adversar;compromis;injection;integrity;security,collective;communication;inter-agent;message;multi-agent,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
zhou2026corba,CORBA: Contagious Recursive Blocking Attacks on Multi-Agent Systems Based on Large Language Models,set1_core,attack,Findings of ACL,https://aclanthology.org/2026.findings-acl.342/,10.18653/v1/2026.findings-acl.342,2502.14529,papers/attacks/findings_acl/2026_zhou_corba.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence;R7_availability_cost,LLM multi-agent systems with open-ended collaboration over varied communication topologies.,"Recursive instructions force agents to trigger further messages, transforming the collaboration graph into a resource-consuming cycle.","- Protected assets: availability, bounded cost, and useful collaboration. - Threat actor: source of a semantically benign recursive instruction. - Trusted components: conventional model safety alignment. - Attacker capabilities: introduce content that agents accept and recursively propagate. - Security assumptions: agents can initiate messages or tasks for peers.",- Attack surface: open-ended inter-agent communication. - Attack mechanism: benign-looking recursively contagious instructions. - System-level failure: availability and resource-isolation failure. - Security consequence: excessive resource use and system paralysis.,"- Defense mechanism: conventional safety alignment is evaluated, not introduced. - Intervention point: content-level agent guardrails. - Required observability: local semantic content in tested safeguards. - Assumptions: semantically benign content is allowed. - Limitations: baseline safeguards are not collaboration-aware.","- Evaluated systems: multiple LLMs and communication topologies. - Agent configuration: interacting agents capable of recursive communication. - Dataset or environment: DoC attack tasks defined in the paper. - Baselines: existing attacks and conventional safety alignment. - Metrics: resource use, blocking, and paralysis outcomes. - Main results: CORBA produces system paralysis in settings where baselines fail.","- Included concepts: denial of collaboration, recursive delegation, contagious instructions, resource exhaustion. - Taxonomy implications: availability is the violated property; recursion and contagion are mechanisms. - Supported research questions: why content guardrails fail on systemic behavior. - Important limitations: resource denominators differ from harmful-output ASR.",attack;denial;security;threat,collab;communication;delegat;inter-agent;message;multi-agent,alignment;safety,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
he2025communication_attacks,Red-Teaming LLM Multi-Agent Systems via Communication Attacks,set1_core,attack,Findings of ACL,https://aclanthology.org/2025.findings-acl.349/,10.18653/v1/2025.findings-acl.349,2502.14847,papers/attacks/findings_acl/2025_he_communication_attacks.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",unclear,unspecified,"Message-based LLM multi-agent systems across multiple frameworks, communication structures, and application tasks.",The adversary compromises system behavior by intercepting and rewriting messages between agents while leaving individual agent models uncompromised.,- Protected assets: message integrity and collective task integrity. - Threat actor: agent-in-the-middle adversary on communication links. - Trusted components: endpoint agents and their local models. - Attacker capabilities: intercept and manipulate inter-agent messages under limited control and role-restricted formats. - Security assumptions: the attacker can access selected communication paths.,- Attack surface: inter-agent communication links. - Attack mechanism: interception and adaptive rewriting of protocol-valid messages. - System-level failure: message and collective decision integrity failure. - Security consequence: system-wide task compromise without endpoint-agent compromise.,- Defense mechanism: Not reported as the primary contribution. - Intervention point: Not reported. - Required observability: Not reported. - Assumptions: Not reported. - Limitations: attack feasibility depends on access to communication paths and allowed message formats.,"- Evaluated systems: multiple LLM-MAS frameworks. - Agent configuration: varied communication structures and role formats. - Dataset or environment: multiple real-world application tasks. - Baselines: communication-attack variants described in the paper. - Metrics: task compromise and attack success. - Main results: the authors report vulnerability across evaluated frameworks, communication structures, and applications.","- Included concepts: communication integrity, message interception, protocol validity, adaptive attacker. - Taxonomy implications: separates attacker position from attack mechanism and violated property. - Supported research questions: whether endpoint-local defenses protect message paths. - Important limitations: no universal claim follows for systems with authenticated or integrity-protected channels.",adversar;attack;compromis;integrity;security;threat,collective;communication;inter-agent;message;multi-agent,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
gu2024agent_smith,Agent Smith: A Single Image Can Jailbreak One Million Multimodal LLM Agents Exponentially Fast,set1_core,attack,ICML,https://proceedings.mlr.press/v235/gu24e.html,,2402.08567,papers/attacks/icml/2024_gu_agent_smith.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence,A population of independently instantiated LLaVA-1.5 agents with memory banks that communicate through randomized pairwise chats.,The attack becomes an infectious jailbreak only when the seeded agent transmits adversarial content to peers; population spread and its growth rate are undefined for a single isolated agent.,- Protected assets: behavioral alignment of agents and population-level safety. - Threat actor: an external adversary able to place one adversarial image in one agent's memory. - Trusted components: other agents initially behave honestly. - Attacker capabilities: seed one selected agent; no continued intervention is required after seeding. - Security assumptions: agents retrieve memory and exchange content through pairwise interaction.,- Attack surface: agent memory and pairwise communication. - Attack mechanism: an infectious adversarial image causes recipients to retain and retransmit jailbreak behavior. - System-level failure: propagation and containment failure. - Security consequence: population-wide harmful or unaligned behavior.,- Defense mechanism: a theoretical restraint principle; no complete practical defense is introduced. - Intervention point: inter-agent propagation process. - Required observability: infection/spread behavior across the population. - Assumptions: depends on the modeled interaction process. - Limitations: the authors leave practical defense construction open.,- Evaluated systems: LLaVA-1.5 agents. - Agent configuration: randomized pairwise chat; populations scale to one million in simulation. - Dataset or environment: simulated multimodal multi-agent environment. - Baselines: non-infectious adversarial inputs and alternative settings described in the paper. - Metrics: infected population and propagation behavior. - Main results: one seeded adversarial image is reported to produce exponentially fast infectious jailbreak under the evaluated interaction model.,"- Included concepts: infection seed, agent memory, behavioral contagion, population spread, containment. - Taxonomy implications: supports a propagation-and-containment failure class. - Supported research questions: how topology and agent interaction amplify a local compromise. - Important limitations: proof-of-concept pairwise simulation does not establish prevalence in deployed systems.",adversar;attack;compromis;jailbreak;security;threat,communication;inter-agent;multi-agent;topology,alignment;safety,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
zhang2026embedding_defenses,When Embedding-Based Defenses Fail: Rethinking Safety in LLM-Based Multi-Agent Systems,set1_core,attack,ICML,https://icml.cc/virtual/2026/poster/62170,,2605.01133,papers/attacks/icml/2026_zhang_embedding_defenses.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence;R3_collective_integrity,"LLM multi-agent reasoning systems using star, chain, or sparse-random communication and embedding-based graph defenses.","A compromised member repeatedly sends messages that are propagated, echoed, and aggregated by other agents. The attacks specifically manipulate separation between malicious and benign communication embeddings over rounds and topologies.",One compromised member agent.,,,,,attack;compromis;integrity;malicious;security,aggregat;collective;communication;inter-agent;message;multi-agent,safety,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
ju2026flooding,Flooding Spread of Manipulated Knowledge in LLM-Based Multi-Agent Communities,set1_core,attack,Science China Information Sciences,https://doi.org/10.1007/s11432-024-4663-2,10.1007/s11432-024-4663-2,2407.07791,papers/attacks/journals_science_china_information_sciences/2026_ju_flooding.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence,"LLM-based agent communities with chat histories, communication, and optional RAG storage/retrieval.",Manipulated knowledge spreads when affected agents persuade peers and persist the resulting chat histories for later retrieval.,- Protected assets: shared knowledge integrity and long-term memory integrity. - Threat actor: attacker introducing manipulated knowledge through one agent. - Trusted components: benign agents and the trusted deployment platform. - Attacker capabilities: persuasiveness and manipulated-knowledge injection. - Security assumptions: agents rely on peer messages and stored chat histories.,"- Attack surface: messages, chat history, and RAG memory. - Attack mechanism: persuasive fabricated evidence induces unconscious forwarding. - System-level failure: knowledge-integrity and containment failure. - Security consequence: persistent manipulated beliefs among benign agents.","- Defense mechanism: guardian agents and fact checking are discussed. - Intervention point: messages and shared/retrieved knowledge. - Required observability: claims, provenance, and stored histories. - Assumptions: verification tools can assess manipulated claims. - Limitations: discussed defenses are not the primary evaluated contribution.",- Evaluated systems: simulated LLM agent communities and RAG persistence setting. - Agent configuration: attacker/affected agents and benign peers. - Dataset or environment: counterfactual and toxic knowledge scenarios. - Baselines: attack variants described in the paper. - Metrics: spread and persistence of manipulated knowledge. - Main results: manipulated knowledge spreads without degrading foundational capabilities and can persist in retrieved histories.,"- Included concepts: persuasion, knowledge integrity, persistence, RAG memory. - Taxonomy implications: separates persuasive mechanism from integrity failure. - Supported research questions: how communication and memory jointly sustain an attack. - Important limitations: simulation results do not establish prevalence.",attack;injection;integrity;security;threat,communication;inter-agent;message;multi-agent;shared,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
kraidia2026collaboration_fails,When collaboration fails: persuasion driven adversarial influence in multi agent large language model debate,set1_core,attack,Scientific Reports,https://www.nature.com/articles/s41598-026-42705-7,10.1038/s41598-026-42705-7,,papers/attacks/journals_scientific_reports/2026_kraidia_collaboration_fails.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R3_collective_integrity,Multi-round LLM debate systems that aggregate independent answers and revisions by majority vote.,A malicious participant reads peer arguments and repeatedly persuades cooperative agents toward a selected wrong answer. The measured failure is increased agreement with the attacker across debate rounds and a corrupted group vote.,One or more adversarial debate members in an otherwise cooperative group.,,,,,adversar;attack;integrity;malicious;security,aggregat;collab;collective;inter-agent;multi agent,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
motwani2024secret_collusion,Secret Collusion among AI Agents: Multi-Agent Deception via Steganography,set1_core,attack,NeurIPS,https://proceedings.neurips.cc/paper_files/paper/2024/hash/861f7dad098aec1c3560fb7add468d41-Abstract-Conference.html,10.52202/079017-2336,2402.07510,papers/attacks/neurips/2024_motwani_secret_collusion.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",structurally_multi_agent,R2_collusion_coordination;R5_private_data_leakage,Generative AI agents that communicate over an overt channel while an auditor or monitor observes their exchanges.,Secret collusion requires at least a sender and receiver to coordinate through a hidden channel while concealing the coordination from oversight.,"- Protected assets: system objectives, confidential information, and oversight integrity. - Threat actor: two or more colluding agents. - Trusted components: an auditor/monitor and any channel transformation used as mitigation. - Attacker capabilities: generate overt messages, encode a hidden payload, and coordinate on an encoding/decoding strategy. - Security assumptions: the monitor reads overt traffic but lacks complete access to the agents' private knowledge or intent.",- Attack surface: inter-agent messages and shared implicit knowledge. - Attack mechanism: steganographic encoding inside apparently innocuous natural language. - System-level failure: covert coordination and oversight failure. - Security consequence: prohibited coordination or information transfer remains hidden from the monitor.,"- Defense mechanism: monitoring, paraphrasing, and parameter optimization are evaluated. - Intervention point: message channel and model behavior. - Required observability: overt communication; some analyses require additional assumptions about agent or channel access. - Assumptions: effectiveness depends on the covert protocol and covertext. - Limitations: evaluated countermeasures do not eliminate the general problem.","- Evaluated systems: frontier foundation models in single- and multi-agent communication setups. - Agent configuration: communicating sender/receiver roles with oversight. - Dataset or environment: steganographic communication tasks described in the paper. - Baselines: overt communication and mitigation variants. - Metrics: covert communication success, detectability, and task performance. - Main results: the paper reports increasing steganographic capability and limitations of the evaluated countermeasures.","- Included concepts: covert channel, colluding coalition, observer scope, information flow, detectability. - Taxonomy implications: distinguishes attack mechanism (steganography) from the violated property (oversight or confidentiality). - Supported research questions: what a monitor must observe or trust to detect prohibited coordination. - Important limitations: empirical results do not establish real-world prevalence of spontaneous collusion.",attack;collusion;confidential;covert;deception;integrity;leak;security;stegan;threat,coalition;communication;coordination;inter-agent;message;multi-agent;receiver;sender;shared,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
doi:10.19139/soic-2310-5070-3574,Cascading Instruction Influence Indirect Prompt Injection in Hierarchical Multi-Agent Systems,set1_core,attack,"Statistics, Optimization & Information Computing",,10.19139/soic-2310-5070-3574,,papers/attacks/statistics_optimization_information_computing/2026_cascading_instruction_influence_indirect_prompt_injection_in_hierarchica.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",composition_induced,R1_propagation_persistence;R6_authority_misuse,,,,,,,,injection;security,inter-agent;multi-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
wang2026masleak,MASLeak: Investigating and Exposing Intellectual Property Leakage Vulnerabilities in Multi-Agent Systems,set1_core,attack,USENIX Security 2026,https://www.usenix.org/conference/usenixsecurity26/presentation/wang-liwen,,2505.12442,papers/attacks/usenix_security/2026_wang_masleak.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence;R5_private_data_leakage,"Black-box multi-agent applications exposed through a public API, including synthetic applications and real Coze/CrewAI systems.","Queries are crafted to elicit, propagate, and retain disclosures from multiple internal agents, revealing architecture and role-specific proprietary content.","- Protected assets: topology, number of agents, system prompts, task instructions, and tool usage. - Threat actor: remote black-box API user. - Trusted components: internal agents and orchestration are hidden but not assumed leak-free. - Attacker capabilities: submit queries and observe only final outputs. - Security assumptions: no prior internal architecture or backend-model knowledge.","- Attack surface: public API and internal cross-agent communication. - Attack mechanism: adversarial queries induce disclosures to propagate and survive into the final response. - System-level failure: cross-principal confidentiality failure. - Security consequence: extraction of prompts, instructions, tools, and topology.","- Defense mechanism: potential defenses are discussed. - Intervention point: API, message, and output boundaries. - Required observability: internal provenance and final disclosure content. - Assumptions: Not reported in the public abstract. - Limitations: exact defense efficacy requires full-paper extraction.",- Evaluated systems: 810 synthetic MAS applications plus Coze and CrewAI cases. - Agent configuration: diverse internal architectures generated by the dataset. - Dataset or environment: first synthetic dataset of 810 MAS applications. - Baselines: extraction approaches described in the paper. - Metrics: IP extraction attack success/accuracy. - Main results: USENIX reports average success of 87% for prompts/instructions and 92% for architecture in most cases.,"- Included concepts: black-box attacker, IP leakage, topology extraction, internal-message propagation. - Taxonomy implications: the 810-application dataset must later appear in the evaluation-artifact index without duplicating this paper. - Supported research questions: how local disclosures compose into system IP extraction. - Important limitations: current record uses the USENIX prepublication page; page-level full-paper evidence remains to be verified.",adversar;attack;confidential;leak;security;threat,communication;cross-agent;inter-agent;message;multi-agent;orchestrat;principal;topology,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
doi:10.5281/zenodo.17812179,LLM Hijacking: When Models Manipulate Their Routers,set2_emerging,attack,Zenodo (CERN European Organization for Nuclear Research),,10.5281/zenodo.17812179,,papers/attacks/zenodo/2025_llm_hijacking_when_models_manipulate_their_routers.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_dependent_mechanism,unspecified,,,,,,,,security,inter-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
doi:10.1109/iccces62661.2026.11437027,CAPRI-DP: A Differentially Private Extension to Context-Aware Multi-Agent Privacy Frameworks,set1_core,defense,"2026 5th International Conference on Communication, Computing and Electronics Systems (ICCCES)",,10.1109/iccces62661.2026.11437027,,papers/defenses/2026_5th_international_conference_on_communication_computing_and_elect/2026_capri_dp_a_differentially_private_extension_to_context_aware_multi_agent.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",unclear,R5_private_data_leakage,,,,,,,,leak;privacy;security,inter-agent;multi-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
zhou2026resmas,ResMAS: Resilience Optimization in LLM-based Multi-agent Systems,set1_core,defense,AAAI,https://ojs.aaai.org/index.php/AAAI/article/view/40824,10.1609/aaai.v40i41.40824,2601.04694,papers/defenses/aaai/2026_zhou_resmas.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",unclear,unspecified,LLM-based MAS whose communication topology and agent prompts can be optimized.,Resilience is treated as a system property determined jointly by topology and distributed agent behavior.,Perturbed or faulty member agents.,,,,,security,communication;inter-agent;multi-agent;topology,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
zheng2026byzantine_reliability,Rethinking the Reliability of Multi-agent System: A Perspective from Byzantine Fault Tolerance,set1_core,defense,AAAI,https://ojs.aaai.org/index.php/AAAI/article/view/40806,10.1609/aaai.v40i41.40806,2511.10400,papers/defenses/aaai/2026_zheng_byzantine_reliability.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",unclear,R3_collective_integrity,Seven-node LLM-based multi-agent systems performing mathematical reasoning and safety classification under multiple communication topologies.,"Faulty nodes inject wrong answers into message flows, while honest agents update from neighbors and a collective mechanism aggregates their outputs. Reliability depends on the fraction and placement of Byzantine nodes and on topology.",Byzantine member agents that repeatedly provide an incorrect candidate answer.,,,,,byzantine;fault toler;integrity;security,aggregat;collective;communication;inter-agent;message;multi-agent;topology,reliab;safety,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
supp_safesieve_from_heuristics_to_experience_in_progressive_pruning_for_llm_based_mul,SafeSieve: From Heuristics to Experience in Progressive Pruning for LLM-based Multi-Agent Communication,set1_core,defense,AAAI 2026,https://ojs.aaai.org/index.php/AAAI/article/view/40236,10.1609/aaai.v40i35.40236,2508.11733,papers/defenses/aaai/2026_zhang_safesieve_from_heuristics_to_experience_in_progr.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",unclear,unspecified,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: The defense prunes unsafe or unreliable inter-agent communication.",Not yet extracted.,,,,,security,communication;inter-agent;multi-agent,reliab,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
doi:10.65109/ydmy4904,ConvPayMAS: Conversational Payment Multi-Agent System with Agent-to-Agent Protocol and Three-Mandate Verification,set1_core,defense,Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems,,10.65109/ydmy4904,,papers/defenses/aamas/2026_convpaymas_conversational_payment_multi_agent_system_with_agent_to_agent.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",unclear,R6_authority_misuse,,,,,,,,security,agent-to-agent;inter-agent;multi-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
mao2025ibgp,IBGP: Imperfect Byzantine Generals Problem for Zero-Shot Robustness in Communicative Multi-Agent Systems,set2_emerging,defense,AAMAS,https://www.ifaamas.org/Proceedings/aamas2025/pdfs/p2654.pdf,,2410.16237,papers/defenses/aamas/2025_mao_ibgp.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_dependent_mechanism,R3_collective_integrity,Communicative agents that require local coordination rather than global byte-identical consensus.,The protocol explicitly reasons about malicious population fractions and local k-of-n agreement.,Byzantine member agents with unknown identities.,,,,,byzantine;integrity;malicious;security,collective;consensus;coordination;inter-agent;multi-agent,robust,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
miao2026blindguard,BlindGuard: Safeguarding LLM-based Multi-Agent Systems under Unknown Attacks,set1_core,defense,ACL,https://aclanthology.org/2026.acl-long.1819/,10.18653/v1/2026.acl-long.1819,2508.08127,papers/defenses/acl/2026_miao_blindguard.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence;R3_collective_integrity,"LLM-backed agents communicate for three rounds over chain, tree, star, and random graph topologies.","The defense identifies anomalous members from individual, neighborhood, and global interaction patterns, then removes their graph edges to contain cross-agent propagation.",Three compromised member agents in the evaluated MAS.,,,,,attack;compromis;integrity;security,collective;cross-agent;inter-agent;multi-agent,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
pan2026xgguard,Explainable and Fine-Grained Safeguarding of LLM Multi-Agent Systems via Bi-Level Graph Anomaly Detection,set1_core,defense,ACL,https://aclanthology.org/2026.acl-long.1407/,10.18653/v1/2026.acl-long.1407,2512.18733,papers/defenses/acl/2026_pan_xg_guard.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",unclear,unspecified,"Communicating LLM agents arranged as chain, tree, star, or random graphs.","The detector uses both response-level signals and graph neighborhoods, and remediation removes malicious nodes from the communication topology.",Compromised member agents.,,,,,compromis;malicious;security,communication;inter-agent;multi-agent;topology,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
wang2025gsafeguard,G-Safeguard: A Topology-Guided Security Lens and Treatment on LLM-based Multi-agent Systems,set1_core,defense,ACL,https://aclanthology.org/2025.acl-long.359/,10.18653/v1/2025.acl-long.359,2502.11127,papers/defenses/acl/2025_wang_g_safeguard.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence;R3_collective_integrity,"LLM-based multi-agent systems represented as dynamic utterance graphs across different backbones, sizes, and workflows.",Attacks and defenses are modeled on the graph formed by agent utterances; propagation and topological intervention require multiple communicating agents.,"- Protected assets: collective task integrity and safety. - Threat actor: adversary introducing prompt injection or malicious information. - Trusted components: graph construction, anomaly detector, and intervention mechanism. - Attacker capabilities: influence utterances that propagate through the agent graph. - Security assumptions: communication can be represented and monitored as an utterance graph.",- Attack surface: agent utterances and communication topology. - Attack mechanism: prompt injection and adversarial information propagation. - System-level failure: collective task-integrity degradation. - Security consequence: corrupted multi-agent reasoning and output.,- Defense mechanism: graph neural anomaly detection plus topological intervention. - Intervention point: utterance graph and communication links. - Required observability: multi-agent utterances and their graph relationships. - Assumptions: the monitor can construct the relevant utterance graph. - Limitations: graph access and attack distribution may differ in deployed systems.,- Evaluated systems: diverse LLM backbones and multi-agent system scales. - Agent configuration: multiple workflows represented by utterance graphs. - Dataset or environment: tasks and attacks specified by the paper. - Baselines: mainstream MAS safeguards and attack conditions. - Metrics: recovered task performance and security outcomes. - Main results: the authors report recovery of more than 40% performance under prompt injection and adaptability across backbones and scales.,"- Included concepts: utterance graph, graph monitor, prompt injection, topological intervention. - Taxonomy implications: this attack-and-defense paper belongs in the attack corpus and must also be indexed later as a defense/evaluation artifact without duplicating its canonical record. - Supported research questions: which graph visibility a defense requires. - Important limitations: claimed security guarantees must be read under the paper's graph and observability assumptions.",adversar;attack;injection;integrity;malicious;security;threat,collective;communication;inter-agent;multi-agent;topology,safety,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
doi:10.1145/3674399.3674445,BlockAgents: Towards Byzantine-Robust LLM-Based Multi-Agent Coordination via Blockchain,set1_core,defense,ACM Turing Celebration Conference,,10.1145/3674399.3674445,,papers/defenses/acm_turing_celebration/2024_blockagents_towards_byzantine_robust_llm_based_multi_agent_coordination.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",unclear,R3_collective_integrity,,,,,,,,byzantine;integrity;security,collective;coordination;inter-agent;multi-agent,robust,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
doi:10.4018/979-8-3373-1419-8.ch009,Security and Privacy in Multi-Agent LLM Networks,set1_core,defense,Advances in computational intelligence and robotics book series,,10.4018/979-8-3373-1419-8.ch009,,papers/defenses/advances_in_computational_intelligence_and_robotics_book_series/2025_security_and_privacy_in_multi_agent_llm_networks.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",unclear,R3_collective_integrity;R5_private_data_leakage,,,,,,,,integrity;leak;privacy;security,collective;inter-agent;multi-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
