work_key,canonical_paper_id,title,publication_date,year,venue,doi,arxiv_id,primary_url,evidence_set,strict_scope_pass,scope_reason,peer_reviewed,peer_review_basis,frozen_citation_count,citation_count_source,citation_count_field,citation_snapshot_date,maturity_rule_pass,dominant_contribution,interaction_interfaces,risk_or_property,interaction_dependence,emerging_direction,citation_role,paper_section,evidence_basis,evidence_locator,source_files,decision_reason,previous_decision,previous_category,reviewer,reviewed_at,author_signoff_required,taxonomy_ready,membership_reason
arxiv:2409.03789,,BreachSeek: A Multi-Agent Automated Penetration Tester,2024-01-01,2024,arXiv.org,,2409.03789,,screened_out,no,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",no,explicit metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,no,attack,,,,,,,title_metadata,,corpus/review_queue.csv,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",exclude,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
doi:10.1109/milcom61039.2024.10773848,,BRETAGNE: Building a Reproducible and Efficient Training AI Gym for Network Environments,2024-01-01,2024,IEEE Military Communications Conference,10.1109/milcom61039.2024.10773848,,,screened_out,no,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",yes,explicit metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,yes,attack,,,,,,,title_metadata,,corpus/review_queue.csv,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",exclude,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
arxiv:2411.00188,,Building Multi-Agent Copilot towards Autonomous Agricultural Data Management and Analysis,2024-01-01,2024,,10.1109/bigdata62323.2024.10826038,2411.00188,,screened_out,no,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",unclear,insufficient publication metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,no,attack,,,,,,,title_metadata,,corpus/review_queue.csv,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",exclude,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
arxiv:2410.09407,,CAMPHOR: Collaborative Agents for Multi-input Planning and High-Order Reasoning On Device,2024-01-01,2024,arXiv (Cornell University),,2410.09407,,screened_out,no,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",no,explicit metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,no,attack,,,,,,,title_metadata,,corpus/review_queue.csv,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",exclude,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
doi:10.31234/osf.io/bywvr,,Can Chatbots Offer What Therapists Do? A mixed methods comparison between responses from therapists and LLM-based chatbots,2024-01-01,2024,,10.31234/osf.io/bywvr,,,screened_out,no,Strict scope not established: missing interaction-dependent mechanism.,unclear,insufficient publication metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,no,general,,,,,,,title_metadata,,corpus/review_queue.csv,Strict scope not established: missing interaction-dependent mechanism.,exclude,general,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
arxiv:2401.13011,,CCA: collaborative competitive agents for image editing,2024-01-01,2024,Frontiers of Computer Science,10.1007/s11704-025-41244-0,2401.13011,,screened_out,no,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",yes,explicit metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,yes,attack,,,,,,,title_metadata,,corpus/review_queue.csv,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",exclude,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
arxiv:2404.10209,,Demonstration of DB-GPT: Next Generation Data Interaction System Empowered by Large Language Models,2024-01-01,2024,Proceedings of the VLDB Endowment,10.14778/3685800.3685876,2404.10209,,screened_out,no,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",yes,explicit metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,yes,attack,,,,,,,title_metadata,,corpus/review_queue.csv,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",exclude,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
arxiv:2405.20455,,DepsRAG: Towards Agentic Reasoning and Planning for Software Dependency Management,2024-01-01,2024,,,2405.20455,,screened_out,no,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",unclear,insufficient publication metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,no,attack,,,,,,,title_metadata,,corpus/review_queue.csv,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",exclude,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
doi:10.3390/app14188503,,DPTracer: Integrating Log-Driven Accountability into Data Provision Networks,2024-01-01,2024,Applied Sciences,10.3390/app14188503,,,screened_out,no,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",yes,explicit metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,yes,attack,,,,,,,title_metadata,,corpus/review_queue.csv,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",exclude,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
arxiv:2410.17922,,Dynamic Guided and Domain Applicable Safeguards for Enhanced Security in Large Language Models,2024-01-01,2024,,,2410.17922,,screened_out,no,Strict scope not established: missing interaction-dependent mechanism.,unclear,insufficient publication metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,no,attack,,,,,,,title_metadata,,corpus/review_queue.csv,Strict scope not established: missing interaction-dependent mechanism.,exclude,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
arxiv:2412.03847,,Educational-Psychological Dialogue Robot Based on Multi-Agent Collaboration,2024-01-01,2024,ICSR + InnoBiz,,2412.03847,,screened_out,no,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",unclear,insufficient publication metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,no,attack,,,,,,,title_metadata,,corpus/review_queue.csv,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",exclude,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
title:df822275200cc75f,,EHRFlow: A Large Language Model-Driven Iterative Multi-Agent Electronic Health Record Data Analysis Workflow,2024-01-01,2024,Edinburgh Research Explorer (University of Edinburgh),,,,screened_out,no,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",unclear,insufficient publication metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,no,attack,,,,,,,title_metadata,,corpus/review_queue.csv,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",exclude,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
doi:10.1109/icdscnc62492.2024.10939862,,Enforcing Web Security Constraints for LLM-driven Robot Agents for Online Transactions,2024-01-01,2024,,10.1109/icdscnc62492.2024.10939862,,,screened_out,no,Strict scope not established: missing interaction-dependent mechanism.,unclear,insufficient publication metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,no,general,,,,,,,title_metadata,,corpus/review_queue.csv,Strict scope not established: missing interaction-dependent mechanism.,exclude,general,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
doi:10.15662/ijfist.2024.0704007,,"Enterprise Agent Evaluation Framework for Autonomous AI Systems: A Multi-Dimensional Approach to Reliability, Safety, and Quality Assurance",2024-01-01,2024,International journal of future innovative science and technology,10.15662/ijfist.2024.0704007,,,screened_out,no,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",yes,explicit metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,yes,attack,,,,,,,title_metadata,,corpus/review_queue.csv,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",exclude,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
arxiv:2501.14737,,EvalSVA: Multi-Agent Evaluators for Next-Gen Software Vulnerability Assessment,2024-01-01,2024,arXiv.org,,2501.14737,,screened_out,no,Strict scope not established: missing interaction-dependent mechanism.,no,explicit metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,no,attack,,,,,,,title_metadata,,corpus/review_queue.csv,Strict scope not established: missing interaction-dependent mechanism.,exclude,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
arxiv:2406.05381,,Experimenting with Multi-Agent Software Development: Towards a Unified Platform,2024-01-01,2024,arXiv (Cornell University),,2406.05381,,screened_out,no,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",no,explicit metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,no,attack,,,,,,,title_metadata,,corpus/review_queue.csv,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",exclude,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
arxiv:2405.19802,,Exploring the Robustness of Decision-Level Through Adversarial Attacks on LLM-Based Embodied Models,2024-01-01,2024,,10.1145/3664647.3680616,2405.19802,,screened_out,no,Strict scope not established: missing interaction-dependent mechanism.,unclear,insufficient publication metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,no,attack,,,,,,,title_metadata,,corpus/review_queue.csv,Strict scope not established: missing interaction-dependent mechanism.,exclude,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
doi:10.36948/ijfmr.2024.v06i06.31692,,ForenSift: Gen-AI powered integrated Digital Forensics and Incident Response platform using LangChain Framework,2024-01-01,2024,International Journal For Multidisciplinary Research,10.36948/ijfmr.2024.v06i06.31692,,,screened_out,no,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",unclear,insufficient publication metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,no,attack,,,,,,,title_metadata,,corpus/review_queue.csv,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",exclude,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
doi:10.17605/osf.io/2ne8x,,Fork of Spark Blueprint for the mind of a LLM,2024-01-01,2024,Open MIND,10.17605/osf.io/2ne8x,,,screened_out,no,Strict scope not established: missing interaction-dependent mechanism.,unclear,insufficient publication metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,no,general,,,,,,,title_metadata,,corpus/review_queue.csv,Strict scope not established: missing interaction-dependent mechanism.,exclude,general,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
doi:10.1145/3627673.3679105,,"Frontiers of Large Language Model-Based Agentic Systems - Construction, Efficacy and Safety",2024-01-01,2024,International Conference on Information and Knowledge Management,10.1145/3627673.3679105,,,screened_out,no,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",yes,explicit metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,yes,attack,,,,,,,title_metadata,,corpus/review_queue.csv,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",exclude,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
arxiv:2410.13918,,FTSmartAudit: A Knowledge Distillation-Enhanced Framework for Automated Smart Contract Auditing Using Fine-Tuned LLMs,2024-01-01,2024,arXiv (Cornell University),,2410.13918,,screened_out,no,Strict scope not established: missing interaction-dependent mechanism.,no,explicit metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,no,evaluation,,,,,,,title_metadata,,corpus/review_queue.csv,Strict scope not established: missing interaction-dependent mechanism.,exclude,evaluation,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
arxiv:2409.11690,,ID-Free Not Risk-Free: LLM-Powered Agents Unveil Risks in ID-Free Recommender Systems,2024-01-01,2024,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,10.1145/3726302.3730003,2409.11690,,screened_out,no,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",yes,explicit metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,yes,general,,,,,,,title_metadata,,corpus/review_queue.csv,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",exclude,general,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
doi:10.1145/3627673.3679942,,ILTS: Inducing Intention Propagation in Decentralized Multi-Agent Tasks with Large Language Models,2024-01-01,2024,International Conference on Information and Knowledge Management,10.1145/3627673.3679942,,,screened_out,no,Strict scope not established: missing direct security property.,yes,explicit metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,yes,attack,,,,,,,title_metadata,,corpus/review_queue.csv,Strict scope not established: missing direct security property.,exclude,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
arxiv:2410.15528,,Improving Clinical Documentation with AI: A Comparative Study of Sporo AI Scribe and GPT-4o mini,2024-01-01,2024,arXiv.org,,2410.15528,,screened_out,no,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",no,explicit metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,no,attack,,,,,,,title_metadata,,corpus/review_queue.csv,"Strict scope not established: missing direct security property, interaction-dependent mechanism.",exclude,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
doi:10.1109/iciba62489.2024.10868417,,Improving Spam Detection with a Multi-Agent Debate Framework,2024-01-01,2024,"2024 IEEE 4th International Conference on Information Technology, Big Data and Artificial Intelligence (ICIBA)",10.1109/iciba62489.2024.10868417,,,screened_out,no,Strict scope not established: missing direct security property.,yes,explicit metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,yes,attack,,,,,,,title_metadata,,corpus/review_queue.csv,Strict scope not established: missing direct security property.,exclude,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
arxiv:2410.15236,,Jailbreaking and Mitigation of Vulnerabilities in Large Language Models,2024-01-01,2024,Eureka,10.63336/eureka.47,2410.15236,,screened_out,no,Strict scope not established: missing interaction-dependent mechanism.,unclear,insufficient publication metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,no,attack,,,,,,,title_metadata,,corpus/review_queue.csv,Strict scope not established: missing interaction-dependent mechanism.,exclude,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
arxiv:2410.12855,,JAILJUDGE: A Comprehensive Jailbreak Judge Benchmark with Multi-Agent Enhanced Explanation Evaluation Framework,2024-01-01,2024,arXiv.org,,2410.12855,,screened_out,no,Strict scope not established: missing interaction-dependent mechanism.,no,explicit metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,no,attack,,,,,,,title_metadata,,corpus/review_queue.csv,Strict scope not established: missing interaction-dependent mechanism.,exclude,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
