work_key,canonical_paper_id,title,publication_date,year,venue,doi,arxiv_id,primary_url,evidence_set,strict_scope_pass,scope_reason,peer_reviewed,peer_review_basis,frozen_citation_count,citation_count_source,citation_count_field,citation_snapshot_date,maturity_rule_pass,dominant_contribution,interaction_interfaces,risk_or_property,interaction_dependence,emerging_direction,citation_role,paper_section,evidence_basis,evidence_locator,source_files,decision_reason,previous_decision,previous_category,reviewer,reviewed_at,author_signoff_required,taxonomy_ready,membership_reason
arxiv:2310.00322,,Evolving Diverse Red-team Language Models in Multi-round Multi-agent Games.,2023-01-01,2023,IEEE Transactions on Pattern Analysis and Machine Intelligence,10.1109/tpami.2026.3694367,2310.00322,https://doi.org/10.1109/tpami.2026.3694367,set3_context,no,MAS-security scope not established: missing material inter-agent interaction path.,yes,explicit metadata,0,OpenAlex,openalex_citations,2026-08-17,yes,general,,,,,measurement_context,Evaluation,abstract,full-source-review/full-corpus-review-enrichment-0/full_review_enriched_0.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2310.00322 | corpus/review_queue.csv:paper_section=Evaluation | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-0/full_review_enriched_0.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2310.00322 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-0/full_review_enriched_0.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2310.00322,corpus/review_queue.csv ; full-source-review/full-corpus-review-enrichment-0/full_review_enriched_0.jsonl.gz ; metadata-review/fast-corpus-review-enrichment-8/fast_enriched_8.jsonl.gz,"MAS-security scope not established: missing material inter-agent interaction path. Retained only for background, comparison, or methodological context.",secondary,general,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus; retained for contextual citation use.
arxiv:2310.10844,,Survey of Vulnerabilities in Large Language Models Revealed by Adversarial Attacks,2023-01-01,2023,arXiv.org,,2310.10844,,set3_context,no,MAS-security scope not established: missing material inter-agent interaction path.,no,explicit metadata,286,Semantic Scholar,s2_citations,2026-08-17,yes,survey,,,,,related_work,Overview and Related Work,full_text,blocked-source-review/blocked-source-resolution-3/resolved_3.jsonl:pdf_url=https://arxiv.org/pdf/2310.10844 | full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2310.10844 | corpus/review_queue.csv:paper_section=Overview and Related Work | corpus/review_queue.csv:evidence_locator=blocked-source-review/blocked-source-resolution-3/resolved_3.jsonl:pdf_url=https://arxiv.org/pdf/2310.10844 | full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2310.10844 | corpus/review_queue.csv:paper_section=Overview and Related Work | corpus/review_queue.csv:evidence_locator=blocked-source-review/blocked-source-resolution-3/resolved_3.jsonl:pdf_url=https://arxiv.org/pdf/2310.10844 | full-source-review/full-corpus-review-enri,blocked-source-review/blocked-source-resolution-3/resolved_3.jsonl ; corpus/review_queue.csv ; full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz ; metadata-review/fast-corpus-review-enrichment-9/fast_enriched_9.jsonl.gz,"MAS-security scope not established: missing material inter-agent interaction path. Retained only for background, comparison, or methodological context.",secondary,survey,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus; retained for contextual citation use.
arxiv:2311.06622,,TrainerAgent: Customizable and Efficient Model Training through LLM-Powered Multi-Agent System,2023-01-01,2023,arXiv.org,,2311.06622,,screened_out,no,"MAS-security scope not established: missing security/safety/trust property, material inter-agent interaction path.",no,explicit metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,no,general,,,,,,,title_metadata,,corpus/review_queue.csv,"MAS-security scope not established: missing security/safety/trust property, material inter-agent interaction path.",exclude,general,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
arxiv:2311.08107,,SAIE Framework: Support Alone Isn’t Enough - Advancing LLM Training with Adversarial Remarks,2024-01-01,2024,Frontiers in artificial intelligence and applications,10.3233/faia240931,2311.08107,,screened_out,no,"MAS-security scope not established: missing multiple agents, material inter-agent interaction path.",unclear,insufficient publication metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,no,attack,,,,,,,title_metadata,,corpus/review_queue.csv,"MAS-security scope not established: missing multiple agents, material inter-agent interaction path.",exclude,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
arxiv:2312.07130,,Harnessing LLM to Attack LLM-Guarded Text-to-Image Models,2023-01-01,2023,,,2312.07130,,screened_out,no,"MAS-security scope not established: missing multiple agents, material inter-agent interaction path.",unclear,insufficient publication metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,no,defense,,,,,,,title_metadata,,corpus/review_queue.csv,"MAS-security scope not established: missing multiple agents, material inter-agent interaction path.",exclude,defense,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
arxiv:2401.10019,,R-Judge: Benchmarking Safety Risk Awareness for LLM Agents,2024-01-01,2024,arXiv (Cornell University),,2401.10019,,screened_out,no,"MAS-security scope not established: missing security/safety/trust property, material inter-agent interaction path.",no,explicit metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,no,evaluation,,,,,,,title_metadata,,corpus/review_queue.csv,"MAS-security scope not established: missing security/safety/trust property, material inter-agent interaction path.",exclude,evaluation,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
arxiv:2401.13011,,CCA: collaborative competitive agents for image editing,2024-01-01,2024,Frontiers of Computer Science,10.1007/s11704-025-41244-0,2401.13011,,screened_out,no,"MAS-security scope not established: missing LLM-backed agents, multiple agents, security/safety/trust property, material inter-agent interaction path.",yes,explicit metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,yes,attack,,,,,,,title_metadata,,corpus/review_queue.csv,"MAS-security scope not established: missing LLM-backed agents, multiple agents, security/safety/trust property, material inter-agent interaction path.",exclude,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
arxiv:2402.01411,,CodePori: Large Scale Model for Autonomous Software Development by Using Multi-Agents,2024-01-01,2024,arXiv.org,,2402.01411,,set3_context,no,"MAS-security scope not established: missing security/safety/trust property, material inter-agent interaction path.",no,explicit metadata,30,Semantic Scholar,s2_citations,2026-08-17,yes,general,,,,,protocol_or_standard,System Model and Defenses,abstract,full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2402.01411 | corpus/review_queue.csv:paper_section=System Model and Defenses | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2402.01411 | corpus/review_queue.csv:paper_section=System Model and Defenses | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2402.01411,corpus/review_queue.csv ; full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz ; metadata-review/fast-corpus-review-enrichment-10/fast_enriched_10.jsonl.gz,"MAS-security scope not established: missing security/safety/trust property, material inter-agent interaction path. Retained only for background, comparison, or methodological context.",secondary,general,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus; retained for contextual citation use.
arxiv:2402.10178,,TDAG: A Multi-Agent Framework based on Dynamic Task Decomposition and Agent Generation,2024-01-01,2024,Neural Networks,10.1016/j.neunet.2025.107200,2402.10178,,screened_out,no,"MAS-security scope not established: missing LLM-backed agents, security/safety/trust property, material inter-agent interaction path.",unclear,insufficient publication metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,no,attack,,,,,,,title_metadata,,corpus/review_queue.csv,"MAS-security scope not established: missing LLM-backed agents, security/safety/trust property, material inter-agent interaction path.",exclude,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
arxiv:2402.11314,,Simulating Multi-Stakeholder Decision-Making with Generative Agents in Urban Planning,2025-01-01,2025,Advances in transdisciplinary engineering,10.3233/atde251076,2402.11314,,screened_out,no,"MAS-security scope not established: missing LLM-backed agents, multiple agents, security/safety/trust property, material inter-agent interaction path.",unclear,insufficient publication metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,no,attack,,,,,,,title_metadata,,corpus/review_queue.csv,"MAS-security scope not established: missing LLM-backed agents, multiple agents, security/safety/trust property, material inter-agent interaction path.",exclude,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
arxiv:2402.17896,,"Researchy Questions: A Dataset of Multi-Perspective, Decompositional Questions for LLM Web Agents",2024-01-01,2024,arXiv (Cornell University),,2402.17896,,set3_context,no,"MAS-security scope not established: missing multiple agents, material inter-agent interaction path.",no,explicit metadata,30,Semantic Scholar,s2_citations,2026-08-17,yes,attack,,,,,measurement_context,Evaluation,abstract,full-source-review/full-corpus-review-enrichment-3/full_review_enriched_3.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2402.17896 | corpus/review_queue.csv:paper_section=Evaluation | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-3/full_review_enriched_3.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2402.17896 | corpus/review_queue.csv:paper_section=Evaluation | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-3/full_review_enriched_3.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2402.17896,corpus/review_queue.csv ; full-source-review/full-corpus-review-enrichment-3/full_review_enriched_3.jsonl.gz ; metadata-review/fast-corpus-review-enrichment-11/fast_enriched_11.jsonl.gz,"MAS-security scope not established: missing multiple agents, material inter-agent interaction path. Retained only for background, comparison, or methodological context.",secondary,attack,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus; retained for contextual citation use.
arxiv:2403.04783,,AutoDefense: Multi-Agent LLM Defense against Jailbreak Attacks,2024-01-01,2024,arXiv.org,,2403.04783,,screened_out,no,MAS-security scope not established: missing material inter-agent interaction path.,no,explicit metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,no,defense,,,,,,,title_metadata,,corpus/review_queue.csv,MAS-security scope not established: missing material inter-agent interaction path.,exclude,defense,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
arxiv:2403.13313,,Polaris: A Safety-focused LLM Constellation Architecture for Healthcare,2024-01-01,2024,arXiv (Cornell University),,2403.13313,,screened_out,no,"MAS-security scope not established: missing multiple agents, security/safety/trust property, material inter-agent interaction path.",no,explicit metadata,0,corpus/review_queue.csv,frozen_citation_count,2026-08-17,no,general,,,,,,,title_metadata,,corpus/review_queue.csv,"MAS-security scope not established: missing multiple agents, security/safety/trust property, material inter-agent interaction path.",exclude,general,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus and not retained as an active contextual citation.
arxiv:2404.02532,,Learn to Disguise: Avoid Refusal Responses in LLM's Defense via a Multi-agent Attacker-Disguiser Game,2024-01-01,2024,arXiv.org,,2404.02532,https://www.semanticscholar.org/paper/611088d69b8d1e829e9f0d9d0f63c460c2b76674,set3_context,no,MAS-security scope not established: missing material inter-agent interaction path.,no,explicit metadata,7,Semantic Scholar,s2_citations,2026-08-17,no,defense,,,,,defense_analogy,Defenses,abstract,full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2404.02532 | corpus/review_queue.csv:paper_section=Defenses | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2404.02532 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2404.02532,corpus/review_queue.csv ; full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz ; metadata-review/fast-corpus-review-enrichment-12/fast_enriched_12.jsonl.gz,"MAS-security scope not established: missing material inter-agent interaction path. Retained only for background, comparison, or methodological context.",secondary,defense,"OpenAI GPT-5.6 Pro, model-assisted source review",2026-08-17,yes,no,Outside the MAS-security corpus; retained for contextual citation use.
