work_key,title,evidence_set,dominant_contribution,final_verdict,recommendation,final_reason,source_checked,primary_url,doi,arxiv_id,paper_path
supp_comet_metaphor_driven_covert_communication_for_multi_agent_language_games,CoMet: Metaphor-Driven Covert Communication for Multi-Agent Language Games,set1_core,attack,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://aclanthology.org/2025.acl-long.389/,10.18653/v1/2025.acl-long.389,2505.18218,papers/attacks/acl_2025/2025_xu_comet_metaphor_driven_covert_communication_for_m.md
arxiv:2603.15727,AgentWorm: Self-Propagating Attacks Across LLM Agent Ecosystems,set2_emerging,attack,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/c37f61125f25b797723fde8f340a4262f7b99c49,,2603.15727,papers/attacks/arxiv/2026_agentworm_self_propagating_attacks_across_llm_agent_ecosystems.md
arxiv:2504.16489,Amplified Vulnerabilities: Structured Jailbreak Attacks on LLM-based Multi-Agent Debate,set2_emerging,attack,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/523090aa81939c856e0e7f9a0f32eb705672a545,,2504.16489,papers/attacks/arxiv/2025_amplified_vulnerabilities_structured_jailbreak_attacks_on_llm_based_mult.md
arxiv:2605.05632,Architecture Matters: Comparing RAG Systems under Knowledge Base Poisoning,set2_emerging,attack,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/fcc53771b3427efb4aaac2d042ec855cf4fa1630,,2605.05632,papers/attacks/arxiv/2026_architecture_matters_comparing_rag_systems_under_knowledge_base_poisonin.md
arxiv:2605.22001,Blind Spots in the Guard: How Domain-Camouflaged Injection Attacks Evade Detection in Multi-Agent LLM Systems,set2_emerging,attack,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/d623578c650d7d6442398dd7e2683caeaa91ac22,,2605.22001,papers/attacks/arxiv/2026_blind_spots_in_the_guard_how_domain_camouflaged_injection_attacks_evade.md
arxiv:2606.07790,Byzantine Cheap Talk: Adversarial Resilience and Topology Effects in LLM Coordination Games,set2_emerging,attack,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/1993dd73996dafdb4d66396646936c9da6a47f99,,2606.07790,papers/attacks/arxiv/2026_byzantine_cheap_talk_adversarial_resilience_and_topology_effects_in_llm.md
zhu2025_collaborative_shadows,Collaborative Shadows: Distributed Backdoor Attacks in LLM-Based Multi-Agent Systems,set2_emerging,attack,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://arxiv.org/abs/2510.11246,,2510.11246,papers/attacks/arxiv/2025_zhu_collaborative_shadows.md
zheng2025integrity_attacks,Demonstrations of Integrity Attacks in Multi-Agent Systems,set2_emerging,attack,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://arxiv.org/abs/2506.04572,,2506.04572,papers/attacks/arxiv/2025_zheng_integrity_attacks.md
liang2025_dont_trust_upstream,Don't Trust Your Upstream: Exploiting LLM Multi-Agent System via Topology-Guided Adversarial Propagation,set2_emerging,attack,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://arxiv.org/abs/2512.04129,,2512.04129,papers/attacks/arxiv/2025_liang_dont_trust_upstream.md
arxiv:2605.11514,FlowSteer: Prompt-Only Workflow Steering Exposes Planning-Time Vulnerabilities in Multi-Agent LLM Systems,set2_emerging,attack,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/c6099b49fe6cfff58a4688eedf107f3ed0490699,,2605.11514,papers/attacks/arxiv/2026_flowsteer_prompt_only_workflow_steering_exposes_planning_time_vulnerabil.md
sun2026insider,Insider Attacks in Multi-Agent LLM Consensus Systems,set2_emerging,attack,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://arxiv.org/abs/2605.08268,,2605.08268,papers/attacks/arxiv/2026_sun_insider_attacks.md
arxiv:2603.28013,Kill-Chain Canaries: Stage-Level Tracking of Prompt Injection Across Attack Surfaces and Model Safety Tiers,set2_emerging,attack,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/502cb13c300a8f1075e921b391528b5507e58259,,2603.28013,papers/attacks/arxiv/2026_kill_chain_canaries_stage_level_tracking_of_prompt_injection_across_atta.md
arxiv:2507.13038,MAD-Spear: A Conformity-Driven Prompt Injection Attack on Multi-Agent Debate Systems,set2_emerging,attack,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/1115a843e8f3d142180f807c97f71cde65d2ad12,,2507.13038,papers/attacks/arxiv/2025_mad_spear_a_conformity_driven_prompt_injection_attack_on_multi_agent_deb.md
arxiv:2512.03097,Many-to-One Adversarial Consensus: Exposing Multi-Agent Collusion Risks in AI-Based Healthcare,set2_emerging,attack,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/bf43fd628552fac551b2d80f188c2c600926773a,,2512.03097,papers/attacks/arxiv/2025_many_to_one_adversarial_consensus_exposing_multi_agent_collusion_risks_i.md
lupinacci2025darkside,The Dark Side of LLMs: Agent-based Attack Vectors for System-level Compromise,set2_emerging,attack,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://arxiv.org/abs/2507.06850,,2507.06850,papers/attacks/arxiv/2025_lupinacci_dark_side.md
tan2024wolf_within,The Wolf Within: Covert Injection of Malice into MLLM Societies via an MLLM Operative,set1_core,attack,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://arxiv.org/abs/2402.14859,,2402.14859,papers/attacks/arxiv/2024_tan_wolf_within.md
arxiv:2603.11132,WebWeaver: Breaking Topology Confidentiality in LLM Multi-Agent Systems with Stealthy Context-Based Inference,set2_emerging,attack,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/e6b066c0c60cf443cf714a44291995a7f0bcf7e1,,2603.11132,papers/attacks/arxiv/2026_webweaver_breaking_topology_confidentiality_in_llm_multi_agent_systems_w.md
arxiv:2606.28958,When Latent Agents Lie: KV-Cache Integrity in Multi-Agent LLM Collaboration,set2_emerging,attack,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/65f0ad12bf4e29ac881d2de523470caae77e6678,,2606.28958,papers/attacks/arxiv/2026_when_latent_agents_lie_kv_cache_integrity_in_multi_agent_llm_collaborati.md
arxiv_2504_00374,When Persuasion Overrides Truth in Multi-Agent LLM Debates: Introducing a Confidence-Weighted Persuasion Override Rate (CW-POR),set2_emerging,attack,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://arxiv.org/abs/2504.00374,,2504.00374,papers/attacks/arxiv/2025_agarwal_when_persuasion_overrides_truth_in_multi_agent_l.md
triedman2025malicious_code,Multi-Agent Systems Execute Arbitrary Malicious Code,set1_core,attack,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://openreview.net/forum?id=DAozI4etUp,,2503.12188,papers/attacks/colm/2025_triedman_malicious_code.md
liu2025collective_manipulation,Can an Individual Manipulate the Collective Decisions of Multi-Agents?,set1_core,attack,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://aclanthology.org/2025.emnlp-main.611/,10.18653/v1/2025.emnlp-main.611,2509.16494,papers/attacks/emnlp/2025_liu_manipulate_collective_decisions.md
lee2026prompt_infection,Prompt Infection: LLM-to-LLM Prompt Injection within Multi-agent Systems,set1_core,attack,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://link.springer.com/chapter/10.1007/978-3-032-16092-8_28,10.1007/978-3-032-16092-8_28,2410.07283,papers/attacks/esorics_workshops/2026_lee_prompt_infection.md
zhou2026corba,CORBA: Contagious Recursive Blocking Attacks on Multi-Agent Systems Based on Large Language Models,set1_core,attack,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://aclanthology.org/2026.findings-acl.342/,10.18653/v1/2026.findings-acl.342,2502.14529,papers/attacks/findings_acl/2026_zhou_corba.md
he2025communication_attacks,Red-Teaming LLM Multi-Agent Systems via Communication Attacks,set1_core,attack,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://aclanthology.org/2025.findings-acl.349/,10.18653/v1/2025.findings-acl.349,2502.14847,papers/attacks/findings_acl/2025_he_communication_attacks.md
gu2024agent_smith,Agent Smith: A Single Image Can Jailbreak One Million Multimodal LLM Agents Exponentially Fast,set1_core,attack,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://proceedings.mlr.press/v235/gu24e.html,,2402.08567,papers/attacks/icml/2024_gu_agent_smith.md
zhang2026embedding_defenses,When Embedding-Based Defenses Fail: Rethinking Safety in LLM-Based Multi-Agent Systems,set1_core,attack,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://icml.cc/virtual/2026/poster/62170,,2605.01133,papers/attacks/icml/2026_zhang_embedding_defenses.md
ju2026flooding,Flooding Spread of Manipulated Knowledge in LLM-Based Multi-Agent Communities,set1_core,attack,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://doi.org/10.1007/s11432-024-4663-2,10.1007/s11432-024-4663-2,2407.07791,papers/attacks/journals_science_china_information_sciences/2026_ju_flooding.md
kraidia2026collaboration_fails,When collaboration fails: persuasion driven adversarial influence in multi agent large language model debate,set1_core,attack,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://www.nature.com/articles/s41598-026-42705-7,10.1038/s41598-026-42705-7,,papers/attacks/journals_scientific_reports/2026_kraidia_collaboration_fails.md
motwani2024secret_collusion,Secret Collusion among AI Agents: Multi-Agent Deception via Steganography,set1_core,attack,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://proceedings.neurips.cc/paper_files/paper/2024/hash/861f7dad098aec1c3560fb7add468d41-Abstract-Conference.html,10.52202/079017-2336,2402.07510,papers/attacks/neurips/2024_motwani_secret_collusion.md
doi:10.19139/soic-2310-5070-3574,Cascading Instruction Influence Indirect Prompt Injection in Hierarchical Multi-Agent Systems,set1_core,attack,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,,10.19139/soic-2310-5070-3574,,papers/attacks/statistics_optimization_information_computing/2026_cascading_instruction_influence_indirect_prompt_injection_in_hierarchica.md
wang2026masleak,MASLeak: Investigating and Exposing Intellectual Property Leakage Vulnerabilities in Multi-Agent Systems,set1_core,attack,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://www.usenix.org/conference/usenixsecurity26/presentation/wang-liwen,,2505.12442,papers/attacks/usenix_security/2026_wang_masleak.md
doi:10.5281/zenodo.17812179,LLM Hijacking: When Models Manipulate Their Routers,set2_emerging,attack,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,,10.5281/zenodo.17812179,,papers/attacks/zenodo/2025_llm_hijacking_when_models_manipulate_their_routers.md
doi:10.1109/iccces62661.2026.11437027,CAPRI-DP: A Differentially Private Extension to Context-Aware Multi-Agent Privacy Frameworks,set1_core,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,,10.1109/iccces62661.2026.11437027,,papers/defenses/2026_5th_international_conference_on_communication_computing_and_elect/2026_capri_dp_a_differentially_private_extension_to_context_aware_multi_agent.md
zhou2026resmas,ResMAS: Resilience Optimization in LLM-based Multi-agent Systems,set1_core,defense,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://ojs.aaai.org/index.php/AAAI/article/view/40824,10.1609/aaai.v40i41.40824,2601.04694,papers/defenses/aaai/2026_zhou_resmas.md
zheng2026byzantine_reliability,Rethinking the Reliability of Multi-agent System: A Perspective from Byzantine Fault Tolerance,set1_core,defense,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://ojs.aaai.org/index.php/AAAI/article/view/40806,10.1609/aaai.v40i41.40806,2511.10400,papers/defenses/aaai/2026_zheng_byzantine_reliability.md
supp_safesieve_from_heuristics_to_experience_in_progressive_pruning_for_llm_based_mul,SafeSieve: From Heuristics to Experience in Progressive Pruning for LLM-based Multi-Agent Communication,set1_core,defense,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://ojs.aaai.org/index.php/AAAI/article/view/40236,10.1609/aaai.v40i35.40236,2508.11733,papers/defenses/aaai/2026_zhang_safesieve_from_heuristics_to_experience_in_progr.md
doi:10.65109/ydmy4904,ConvPayMAS: Conversational Payment Multi-Agent System with Agent-to-Agent Protocol and Three-Mandate Verification,set1_core,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,,10.65109/ydmy4904,,papers/defenses/aamas/2026_convpaymas_conversational_payment_multi_agent_system_with_agent_to_agent.md
mao2025ibgp,IBGP: Imperfect Byzantine Generals Problem for Zero-Shot Robustness in Communicative Multi-Agent Systems,set2_emerging,defense,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://www.ifaamas.org/Proceedings/aamas2025/pdfs/p2654.pdf,,2410.16237,papers/defenses/aamas/2025_mao_ibgp.md
miao2026blindguard,BlindGuard: Safeguarding LLM-based Multi-Agent Systems under Unknown Attacks,set1_core,defense,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://aclanthology.org/2026.acl-long.1819/,10.18653/v1/2026.acl-long.1819,2508.08127,papers/defenses/acl/2026_miao_blindguard.md
pan2026xgguard,Explainable and Fine-Grained Safeguarding of LLM Multi-Agent Systems via Bi-Level Graph Anomaly Detection,set1_core,defense,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://aclanthology.org/2026.acl-long.1407/,10.18653/v1/2026.acl-long.1407,2512.18733,papers/defenses/acl/2026_pan_xg_guard.md
wang2025gsafeguard,G-Safeguard: A Topology-Guided Security Lens and Treatment on LLM-based Multi-agent Systems,set1_core,defense,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://aclanthology.org/2025.acl-long.359/,10.18653/v1/2025.acl-long.359,2502.11127,papers/defenses/acl/2025_wang_g_safeguard.md
doi:10.1145/3674399.3674445,BlockAgents: Towards Byzantine-Robust LLM-Based Multi-Agent Coordination via Blockchain,set1_core,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,,10.1145/3674399.3674445,,papers/defenses/acm_turing_celebration/2024_blockagents_towards_byzantine_robust_llm_based_multi_agent_coordination.md
doi:10.4018/979-8-3373-1419-8.ch009,Security and Privacy in Multi-Agent LLM Networks,set1_core,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,,10.4018/979-8-3373-1419-8.ch009,,papers/defenses/advances_in_computational_intelligence_and_robotics_book_series/2025_security_and_privacy_in_multi_agent_llm_networks.md
arxiv:2510.01586,AdvEvo-MARL: Shaping Internalized Safety through Adversarial Co-Evolution in Multi-Agent Reinforcement Learning,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/7a44b3e5b5151aa1c9fd533e2374578a1ddbc4df,,2510.01586,papers/defenses/arxiv/2025_advevo_marl_shaping_internalized_safety_through_adversarial_co_evolution.md
arxiv:2408.14972,AgentMonitor: A Plug-and-Play Framework for Predictive and Secure Multi-Agent Systems,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/cc47d7d1e08f4a1adfd4c734b387040ad3b3ff0d,,2408.14972,papers/defenses/arxiv/2024_agentmonitor_a_plug_and_play_framework_for_predictive_and_secure_multi_a.md
mao2025agentsafe,AgentSafe: Safeguarding Large Language Model-based Multi-agent Systems via Hierarchical Data Management,set2_emerging,defense,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://arxiv.org/abs/2503.04392,,2503.04392,papers/defenses/arxiv/2025_mao_agentsafe.md
supp_agentshield_2025,AgentShield: Make MAS more secure and efficient,set2_emerging,defense,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://arxiv.org/abs/2511.22924,,2511.22924,papers/defenses/arxiv/2025_wang_agentshield_make_mas_more_secure_and_efficient.md
