priority,paper_id,title,year,venue,primary_category,paper_type,scope_relation,primary_url,note_path,review_focus,minimum_review_status,attack_evidence_status,attack_role,attack_instance_coding_required,reviewer,review_date,adjudication_note
74,he2025atrust,To Trust or Not to Trust: Attention-based Trust Management for LLM Multi-Agent Systems,2025,arXiv,defense,Defense; Evaluation; Empirical study,security_relevant,https://arxiv.org/abs/2506.02546,papers/defenses/arxiv/2025_he_a_trust.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
75,rabieinejad2026alteda,ALTEDA: An Adaptive Layered Threat Detection Architecture for Multi-Agent Systems,2026,Information Processing & Management,defense,Defense; Evaluation; Empirical study,core_security,https://doi.org/10.1016/j.ipm.2026.104768,papers/defenses/journals_information_processing_management/2026_rabieinejad_alteda.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
76,miao2026blindguard,BlindGuard: Safeguarding LLM-based Multi-Agent Systems under Unknown Attacks,2026,ACL,defense,Defense; Evaluation; Empirical study,core_security,https://aclanthology.org/2026.acl-long.1819/,papers/defenses/acl/2026_miao_blindguard.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
77,pan2026xgguard,Explainable and Fine-Grained Safeguarding of LLM Multi-Agent Systems via Bi-Level Graph Anomaly Detection,2026,ACL,defense,Defense; Evaluation; Empirical study,core_security,https://aclanthology.org/2026.acl-long.1407/,papers/defenses/acl/2026_pan_xg_guard.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
78,tapwal2026prism,PRISM: Generation-Time Detection and Mitigation of Secret Leakage in Multi-Agent LLM Pipelines,2026,arXiv,defense,Defense; Evaluation; Empirical study,core_security,https://arxiv.org/abs/2605.10614,papers/defenses/arxiv/2026_tapwal_prism.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
79,darabi2026bioautonomic,Resilience in Ambient Multi-Agent LLMs via Decentralized Bio-Autonomic Control and Immune-Inspired Anomaly Detection,2026,AAAI,defense,Defense; Evaluation; Empirical study,security_relevant,https://ojs.aaai.org/index.php/AAAI/article/view/41065,papers/defenses/aaai/2026_darabi_bio_autonomic.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
80,zhou2026resmas,ResMAS: Resilience Optimization in LLM-based Multi-agent Systems,2026,AAAI,defense,Defense; Evaluation; Empirical study,security_relevant,https://ojs.aaai.org/index.php/AAAI/article/view/40824,papers/defenses/aaai/2026_zhou_resmas.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
81,shi2026saiguard,SAIGuard: Communication-State Simulation for Proactive Defense of LLM Multi-Agent Systems,2026,arXiv,defense,Defense; Evaluation; Empirical study,core_security,https://arxiv.org/abs/2606.12474,papers/defenses/arxiv/2026_shi_saiguard.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
82,feng2026sentinelnet,SentinelNet: Safeguarding Multi-Agent Collaboration Through Credit-Based Dynamic Threat Detection,2026,The Web Conference,defense,Defense; Evaluation; Empirical study,core_security,https://doi.org/10.1145/3774904.3792462,papers/defenses/www/2026_feng_sentinelnet.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
83,huang2026toposhield,TopoSHIELD: Reshaping the Flow of Malice via Spatio-Temporal Risk-Aware Topological Evolution in Multi-Agent Systems,2026,Findings of ACL,defense,Defense; Evaluation; Empirical study,core_security,https://aclanthology.org/2026.findings-acl.426/,papers/defenses/findings_acl/2026_huang_toposhield.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
84,juneja2025magpie,MAGPIE: A Benchmark for Multi-Agent Contextual Privacy Evaluation,2025,NeurIPS Responsible Foundation Models Workshop,evaluation,Benchmark; Evaluation; Empirical study,core_security,https://nips.cc/virtual/2025/workshop/127834,papers/evaluations/neurips_workshop/2025_juneja_magpie.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
85,chen2025medsentry,MedSentry: Understanding and Mitigating Safety Risks in Medical LLM Multi-Agent Systems,2025,arXiv,evaluation,Benchmark; Evaluation; Attack; Defense; Empirical study,core_security,https://arxiv.org/abs/2505.20824,papers/evaluations/arxiv/2025_chen_medsentry.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,candidate_from_secondary_role,,pending,,,
86,an2026aciarena,ACIARena: Toward Unified Evaluation for Agent Cascading Injection,2026,ACL,evaluation,Benchmark; Evaluation; Attack; Defense; Empirical study,core_security,https://aclanthology.org/2026.acl-long.457/,papers/evaluations/acl/2026_an_aciarena.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,candidate_from_secondary_role,,pending,,,
87,elyagoubi2026agentleak,AgentLeak: A Benchmark for Internal-Channel Privacy Leakage in Multi-Agent LLM Systems,2026,IEEE Access,evaluation,Benchmark; Evaluation; Empirical study,core_security,https://doi.org/10.1109/ACCESS.2026.3704541,papers/evaluations/journals_ieee_access/2026_el_yagoubi_agentleak.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
88,nother2026badacts,Benchmarking the Robustness of Agentic Systems to Adversarially-Induced Harmful Behaviors,2026,COLM,evaluation,Benchmark; Evaluation; Attack; Defense; Empirical study,security_relevant,https://colmweb.org/AcceptedPapers.html,papers/evaluations/colm/2026_nother_bad_acts.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,candidate_from_secondary_role,,pending,,,
89,zhao2026macbench,Beyond Goodhart's Law: A Dynamic Benchmark for Evaluating Compliance in Multi-Agent Systems,2026,arXiv,evaluation,Benchmark; Evaluation; Empirical study,security_relevant,https://arxiv.org/abs/2606.07805,papers/evaluations/arxiv/2026_zhao_macbench.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
90,zou2026calbench,CalBench: Evaluating Coordination-Privacy Trade-offs in Multi-Agent LLMs,2026,arXiv,evaluation,Benchmark; Evaluation; Empirical study,core_security,https://arxiv.org/abs/2605.09823,papers/evaluations/arxiv/2026_zou_calbench.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
91,nakamura2026colosseum,Colosseum: Auditing Collusion in Cooperative Multi-Agent Systems,2026,arXiv,evaluation,Benchmark; Evaluation; Attack; Empirical study; Theoretical analysis,core_security,https://arxiv.org/abs/2602.15198,papers/evaluations/arxiv/2026_nakamura_colosseum.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,candidate_from_secondary_role,,pending,,,
92,milkowski2026amongus,Deception and Communication in Autonomous Multi-Agent Systems: An Experimental Study with Among Us,2026,AAMAS,evaluation,Evaluation; Empirical study,security_relevant,https://doi.org/10.65109/FRXL8789,papers/evaluations/aamas/2026_milkowski_among_us.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
93,arora2026safeagents,Exposing Weak Links in Multi-Agent Systems under Adversarial Prompting,2026,AAMAS Strategic Engineering Workshop,evaluation,Benchmark; Evaluation; Attack; Empirical study,security_relevant,https://openreview.net/forum?id=XC5vOg5UTf,papers/evaluations/aamas_workshop/2026_arora_safeagents.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,candidate_from_secondary_role,,pending,,,
94,lemercier2026gambit,GAMBIT: A Three-Mode Benchmark for Adversarial Robustness in Multi-Agent LLM Collectives,2026,arXiv,evaluation,Benchmark; Evaluation; Attack; Defense; Empirical study,security_relevant,https://arxiv.org/abs/2605.09027,papers/evaluations/arxiv/2026_le_mercier_gambit.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,candidate_from_secondary_role,,pending,,,
95,mateotorrejon2026gammaf,GAMMAF: A Common Framework for Graph-Based Anomaly Monitoring Benchmarking in LLM Multi-Agent Systems,2026,arXiv,evaluation,Benchmark; Evaluation; Empirical study,core_security,https://arxiv.org/abs/2604.24477,papers/evaluations/arxiv/2026_mateo_torrejon_gammaf.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
96,rahman2026harp,HARP: Measuring Harm Amplification in Multi-Agent LLM Systems,2026,arXiv,evaluation,Benchmark; Evaluation; Attack; Defense; Empirical study,core_security,https://arxiv.org/abs/2605.27489,papers/evaluations/arxiv/2026_rahman_harp.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,candidate_from_secondary_role,,pending,,,
97,olson2026liecraft,LieCraft: A Multi-Agent Framework for Evaluating Deceptive Capabilities in Language Models,2026,AAAI,evaluation,Benchmark; Evaluation; Empirical study,security_relevant,https://ojs.aaai.org/index.php/AAAI/article/view/41116,papers/evaluations/aaai/2026_olson_liecraft.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
98,jia2026masfire,MAS-FIRE: Fault Injection and Reliability Evaluation for LLM-Based Multi-Agent Systems,2026,arXiv,evaluation,Benchmark; Evaluation; Empirical study,adjacent,https://arxiv.org/abs/2602.19843,papers/evaluations/arxiv/2026_jia_mas_fire.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
99,gonzalez2026multimodalsafety,Multimodal Safety Evaluation in Generative Agent Social Simulations,2026,ACL,evaluation,Benchmark; Evaluation; Empirical study,adjacent,https://aclanthology.org/2026.acl-long.1915/,papers/evaluations/acl/2026_gonzalez_multimodal_safety.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
100,dong2026pear,PEAR: Planner-Executor Agent Robustness Benchmark,2026,Findings of EACL,evaluation,Benchmark; Evaluation; Attack; Empirical study,core_security,https://aclanthology.org/2026.findings-eacl.237/,papers/evaluations/findings_eacl/2026_dong_pear.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,candidate_from_secondary_role,,pending,,,
101,jiang2026risklab,RiskLab: A Controlled Toolkit for Probing Emergent Risks in LLM-Based Multi-Agent Systems,2026,ACL System Demonstrations,evaluation,Benchmark; Evaluation; System demonstration; Empirical study,security_relevant,https://aclanthology.org/2026.acl-demo.17/,papers/evaluations/acl_demo/2026_jiang_risklab.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
102,kavathekar2026tamas,TAMAS: Benchmarking Adversarial Risks in Multi-Agent LLM Systems,2026,ACL,evaluation,Benchmark; Evaluation; Empirical study,security_relevant,https://aclanthology.org/2026.acl-long.1442/,papers/evaluations/acl/2026_kavathekar_tamas.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
103,liu2026valueflow,ValueFlow: Measuring the Propagation of Value Perturbations in Multi-Agent LLM Systems,2026,arXiv,evaluation,Benchmark; Evaluation; Empirical study,security_relevant,https://arxiv.org/abs/2602.08567,papers/evaluations/arxiv/2026_liu_valueflow.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
104,allegrini2025formalizing,Formalizing the Safety Security and Functional Properties of Agentic AI Systems,2025,arXiv,general,Theoretical analysis; Position paper,core_security,https://arxiv.org/abs/2510.14133,papers/general/arxiv/2025_allegrini_formalizing_properties.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
105,bellay2025safesystems,Safe Systems with Unsafe Agents,2025,AAMAS Blue Sky,general,Position paper; Theoretical analysis,adjacent,https://www.ifaamas.org/Proceedings/aamas2025/pdfs/p2849.pdf,papers/general/aamas/2025_bellay_safe_systems.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
106,hu2025responsibility,Stop Reducing Responsibility in LLM-Powered Multi-Agent Systems to Local Alignment,2025,arXiv,general,Position paper; Theoretical analysis,security_relevant,https://arxiv.org/abs/2510.14008,papers/general/arxiv/2025_hu_responsibility.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
107,anbiaee2026protocols,Security Threat Modeling for Emerging AI-Agent Protocols: A Comparative Analysis of MCP A2A Agora and ANP,2026,arXiv,general,Survey; Theoretical analysis,core_security,https://arxiv.org/abs/2602.11327,papers/general/arxiv/2026_anbiaee_protocol_threat_modeling.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
108,yu2025trustworthyagents,A Survey on Trustworthy LLM Agents: Threats and Countermeasures,2025,KDD,survey,Survey,security_relevant,https://doi.org/10.1145/3711896.3736561,papers/surveys/kdd/2025_yu_trustworthy_agents.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
109,deng2025agentsunderthreat,AI Agents Under Threat: A Survey of Key Security Challenges and Future Pathways,2025,ACM Computing Surveys,survey,Survey,security_relevant,https://doi.org/10.1145/3716628,papers/surveys/journals_acm_csur/2025_deng_agents_under_threat.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
110,schroederdewitt2025openchallenges,Open Challenges in Multi-Agent Security: Towards Secure Systems of Interacting AI Agents,2025,arXiv,survey,Survey; Position paper,security_relevant,https://arxiv.org/abs/2505.02077,papers/surveys/arxiv/2025_schroeder_de_witt_open_challenges.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
111,he2025emergedsecurity,The Emerged Security and Privacy of LLM Agent: A Survey with Case Studies,2025,ACM Computing Surveys,survey,Survey; Empirical study,security_relevant,https://doi.org/10.1145/3773080,papers/surveys/journals_acm_csur/2025_he_emerged_security.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
112,ko2026sevenchallenges,Seven Security Challenges in Cross-Domain Multi-Agent LLM Systems,2026,npj Artificial Intelligence,survey,Survey; Position paper,security_relevant,https://doi.org/10.1038/s44387-026-00128-9,papers/surveys/journals_npj_ai/2026_ko_seven_challenges.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
113,kim2026agenticai,SoK: Attack and Defense Landscape of Agentic AI Systems,2026,USENIX Security,survey,SoK; Survey,security_relevant,https://www.usenix.org/conference/usenixsecurity26/presentation/kim-juhee-agentic,papers/surveys/usenix_security/2026_kim_agentic_ai_sok.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
114,raza2026trism,TRiSM for Agentic AI: A Review of Trust Risk and Security Management in LLM-based Agentic Multi-Agent Systems,2026,AI Open,survey,Survey; Position paper,security_relevant,https://doi.org/10.1016/j.aiopen.2026.02.006,papers/surveys/journals_ai_open/2026_raza_trism.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
