priority,paper_id,title,year,venue,primary_category,paper_type,scope_relation,primary_url,note_path,review_focus,minimum_review_status,attack_evidence_status,attack_role,attack_instance_coding_required,reviewer,review_date,adjudication_note
98,supp_safesieve_from_heuristics_to_experience_in_progressive_pruning_for_llm_based_mul,SafeSieve: From Heuristics to Experience in Progressive Pruning for LLM-based Multi-Agent Communication,2026,AAAI 2026,defense,defense; evaluation,core_security,https://ojs.aaai.org/index.php/AAAI/article/view/40236,papers/defenses/aaai_2026/2026_zhang_safesieve_from_heuristics_to_experience_in_progr.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
99,shi2026saiguard,SAIGuard: Communication-State Simulation for Proactive Defense of LLM Multi-Agent Systems,2026,arXiv,defense,defense,core_security,https://arxiv.org/abs/2606.12474,papers/defenses/arxiv/2026_shi_saiguard.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
100,feng2026sentinelnet,SentinelNet: Safeguarding Multi-Agent Collaboration Through Credit-Based Dynamic Threat Detection,2026,The Web Conference,defense,defense,core_security,https://doi.org/10.1145/3774904.3792462,papers/defenses/www/2026_feng_sentinelnet.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
101,arxiv_2601_11893,Taming Various Privilege Escalation in LLM-Based Agent Systems: A Mandatory Access Control Framework,2026,arXiv,defense,high-citation non-peer security candidate,core_security,https://arxiv.org/abs/2601.11893,papers/defenses/arxiv/2026_ji_taming_various_privilege_escalation_in_llm_based.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
102,supp_the_adaptive_interrogator_detecting_trojan_llms_in_multi_agent_systems_via_evolv,The Adaptive Interrogator: Detecting Trojan LLMs in Multi-Agent Systems via Evolved Conversational Strategies,2026,Findings of ACL 2026,defense,defense; evaluation,core_security,https://aclanthology.org/2026.findings-acl.1348/,papers/defenses/findings_of_acl_2026/2026_khan_the_adaptive_interrogator_detecting_trojan_llms.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
103,huang2026toposhield,TopoSHIELD: Reshaping the Flow of Malice via Spatio-Temporal Risk-Aware Topological Evolution in Multi-Agent Systems,2026,Findings of ACL,defense,defense,core_security,https://aclanthology.org/2026.findings-acl.426/,papers/defenses/findings_acl/2026_huang_toposhield.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
104,supp_cooperation_competition_and_maliciousness_llm_stakeholders_interactive_negotiati,"Cooperation, Competition, and Maliciousness: LLM-Stakeholders Interactive Negotiation",2024,NeurIPS 2024,evaluation,evaluation,security_relevant,https://proceedings.neurips.cc/paper_files/paper/2024/hash/9d37cda93f0575e0ca39910b14f5f7dd-Abstract-Datasets_and_Benchmarks_Track.html,papers/evaluations/neurips_2024/2024_abdelnabi_cooperation_competition_and_maliciousness_llm_st.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
105,juneja2025magpie,MAGPIE: A Benchmark for Multi-Agent Contextual Privacy Evaluation,2025,NeurIPS Responsible Foundation Models Workshop,evaluation,benchmark,core_security,https://nips.cc/virtual/2025/workshop/127834,papers/evaluations/neurips_workshop/2025_juneja_magpie.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
106,chen2025medsentry,MedSentry: Understanding and Mitigating Safety Risks in Medical LLM Multi-Agent Systems,2025,arXiv,evaluation,benchmark,core_security,https://arxiv.org/abs/2505.20824,papers/evaluations/arxiv/2025_chen_medsentry.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
107,supp_reproducibility_study_of_cooperation_competition_and_maliciousness_llm_stakehold,"Reproducibility Study of Cooperation, Competition, and Maliciousness: LLM-Stakeholders Interactive Negotiation",2025,Transactions on Machine Learning Research,evaluation,evaluation,security_relevant,https://openreview.net/forum?id=MTrhFmkC45,papers/evaluations/journals_transactions_on_machine_learning_res/2025_garcia_reproducibility_study_of_cooperation_competition.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
108,arxiv_2505_22960,Revisiting Multi-Agent Debate as Test-Time Scaling: A Systematic Study of Conditional Effectiveness,2025,arXiv,evaluation,high-citation non-peer security candidate,security_relevant,https://arxiv.org/abs/2505.22960,papers/evaluations/arxiv/2025_yang_revisiting_multi_agent_debate_as_test_time_scali.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
109,supp_understanding_the_information_propagation_effects_of_communication_topologies_in,Understanding the Information Propagation Effects of Communication Topologies in LLM-based Multi-Agent Systems,2025,EMNLP 2025,evaluation,evaluation,security_relevant,https://aclanthology.org/2025.emnlp-main.623/,papers/evaluations/emnlp_2025/2025_shen_understanding_the_information_propagation_effect.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
110,arxiv_2512_09187,WOLF: Werewolf-based Observations for LLM Deception and Falsehoods,2025,arXiv,evaluation,high-citation non-peer security candidate,core_security,https://arxiv.org/abs/2512.09187,papers/evaluations/arxiv/2025_agarwal_wolf_werewolf_based_observations_for_llm_decepti.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
111,supp_a_trace_based_assurance_framework_for_agentic_ai_orchestration_contracts_testing,"A Trace-Based Assurance Framework for Agentic AI Orchestration: Contracts, Testing, and Governance",2026,ENASE 2026,evaluation,assurance; evaluation,security_relevant,https://doi.org/10.5220/0014840300004015,papers/evaluations/enase_2026/2026_paduraru_a_trace_based_assurance_framework_for_agentic_ai.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
112,an2026aciarena,ACIARena: Toward Unified Evaluation for Agent Cascading Injection,2026,ACL,evaluation,benchmark,core_security,https://aclanthology.org/2026.acl-long.457/,papers/evaluations/acl/2026_an_aciarena.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
113,arxiv_2601_04170,Agent Drift: Quantifying Behavioral Degradation in Multi-Agent LLM Systems Over Extended Interactions,2026,arXiv,evaluation,high-citation non-peer security candidate,security_relevant,https://arxiv.org/abs/2601.04170,papers/evaluations/arxiv/2026_rath_agent_drift_quantifying_behavioral_degradation_i.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
114,elyagoubi2026agentleak,AgentLeak: A Benchmark for Internal-Channel Privacy Leakage in Multi-Agent LLM Systems,2026,IEEE Access,evaluation,benchmark,core_security,https://doi.org/10.1109/ACCESS.2026.3704541,papers/evaluations/journals_ieee_access/2026_el_yagoubi_agentleak.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
115,supp_atag_ai_agent_application_threat_assessment_with_attack_graphs,ATAG: AI-Agent Application Threat Assessment with Attack Graphs,2026,ACM AsiaCCS 2026,evaluation,threat modeling; evaluation,security_relevant,https://doi.org/10.1145/3779208.3785380,papers/evaluations/acm_asiaccs_2026/2026_gandhi_atag_ai_agent_application_threat_assessment_with.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
116,nother2026badacts,Benchmarking the Robustness of Agentic Systems to Adversarially-Induced Harmful Behaviors,2026,COLM,evaluation,benchmark,core_security,https://colmweb.org/AcceptedPapers.html,papers/evaluations/colm/2026_nother_bad_acts.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
117,zhao2026macbench,Beyond Goodhart's Law: A Dynamic Benchmark for Evaluating Compliance in Multi-Agent Systems,2026,arXiv,evaluation,benchmark,security_relevant,https://arxiv.org/abs/2606.07805,papers/evaluations/arxiv/2026_zhao_macbench.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
118,zou2026calbench,CalBench: Evaluating Coordination-Privacy Trade-offs in Multi-Agent LLMs,2026,arXiv,evaluation,benchmark,security_relevant,https://arxiv.org/abs/2605.09823,papers/evaluations/arxiv/2026_zou_calbench.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
119,nakamura2026colosseum,Colosseum: Auditing Collusion in Cooperative Multi-Agent Systems,2026,arXiv,evaluation,benchmark,core_security,https://arxiv.org/abs/2602.15198,papers/evaluations/arxiv/2026_nakamura_colosseum.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
120,milkowski2026amongus,Deception and Communication in Autonomous Multi-Agent Systems: An Experimental Study with Among Us,2026,AAMAS,evaluation,evaluation,security_relevant,https://doi.org/10.65109/FRXL8789,papers/evaluations/aamas/2026_milkowski_among_us.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
121,supp_deliberation_and_drift_evaluating_alignment_fragility_in_multi_agent_medical_art,Deliberation and drift: Evaluating alignment fragility in multi-agent medical artificial intelligence,2026,AI and Ethics,evaluation,evaluation,security_relevant,https://doi.org/10.1007/s43681-026-01048-9,papers/evaluations/journals_ai_and_ethics/2026_hung_deliberation_and_drift_evaluating_alignment_frag.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
122,arora2026safeagents,Exposing Weak Links in Multi-Agent Systems under Adversarial Prompting,2026,AAMAS Strategic Engineering Workshop,evaluation,benchmark,core_security,https://openreview.net/forum?id=XC5vOg5UTf,papers/evaluations/aamas_workshop/2026_arora_safeagents.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
123,supp_from_tasks_to_teams_a_risk_first_evaluation_framework_for_multi_agent_llm_system,From Tasks to Teams: A Risk-First Evaluation Framework for Multi-Agent LLM Systems in Finance,2026,Findings of ACL 2026,evaluation,evaluation,security_relevant,https://aclanthology.org/2026.findings-acl.1934/,papers/evaluations/findings_of_acl_2026/2026_chen_from_tasks_to_teams_a_risk_first_evaluation_fram.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
124,lemercier2026gambit,GAMBIT: A Three-Mode Benchmark for Adversarial Robustness in Multi-Agent LLM Collectives,2026,arXiv,evaluation,benchmark,core_security,https://arxiv.org/abs/2605.09027,papers/evaluations/arxiv/2026_le_mercier_gambit.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
125,mateotorrejon2026gammaf,GAMMAF: A Common Framework for Graph-Based Anomaly Monitoring Benchmarking in LLM Multi-Agent Systems,2026,arXiv,evaluation,benchmark,core_security,https://arxiv.org/abs/2604.24477,papers/evaluations/arxiv/2026_mateo_torrejon_gammaf.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
126,rahman2026harp,HARP: Measuring Harm Amplification in Multi-Agent LLM Systems,2026,arXiv,evaluation,benchmark,core_security,https://arxiv.org/abs/2605.27489,papers/evaluations/arxiv/2026_rahman_harp.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
127,olson2026liecraft,LieCraft: A Multi-Agent Framework for Evaluating Deceptive Capabilities in Language Models,2026,AAAI,evaluation,benchmark,security_relevant,https://ojs.aaai.org/index.php/AAAI/article/view/41116,papers/evaluations/aaai/2026_olson_liecraft.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
128,dong2026pear,PEAR: Planner-Executor Agent Robustness Benchmark,2026,Findings of EACL,evaluation,benchmark,core_security,https://aclanthology.org/2026.findings-eacl.237/,papers/evaluations/findings_eacl/2026_dong_pear.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
129,jiang2026risklab,RiskLab: A Controlled Toolkit for Probing Emergent Risks in LLM-Based Multi-Agent Systems,2026,ACL System Demonstrations,evaluation,system demo,security_relevant,https://aclanthology.org/2026.acl-demo.17/,papers/evaluations/acl_demo/2026_jiang_risklab.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
130,kavathekar2026tamas,TAMAS: Benchmarking Adversarial Risks in Multi-Agent LLM Systems,2026,ACL,evaluation,benchmark,core_security,https://aclanthology.org/2026.acl-long.1442/,papers/evaluations/acl/2026_kavathekar_tamas.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
131,supp_the_subtle_art_of_defection_understanding_uncooperative_behaviors_in_llm_based_m,The Subtle Art of Defection: Understanding Uncooperative Behaviors in LLM based Multi-Agent Systems,2026,EACL 2026 Industry Track,evaluation,evaluation,security_relevant,https://aclanthology.org/2026.eacl-industry.44/,papers/evaluations/eacl_2026_industry_track/2026_kulshreshtha_the_subtle_art_of_defection_understanding_uncoop.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
132,liu2026valueflow,ValueFlow: Measuring the Propagation of Value Perturbations in Multi-Agent LLM Systems,2026,arXiv,evaluation,evaluation,security_relevant,https://arxiv.org/abs/2602.08567,papers/evaluations/arxiv/2026_liu_valueflow.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
133,allegrini2025formalizing,Formalizing the Safety Security and Functional Properties of Agentic AI Systems,2025,arXiv,general,theoretical framework,security_relevant,https://arxiv.org/abs/2510.14133,papers/general/arxiv/2025_allegrini_formalizing_properties.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
134,hu2025responsibility,Stop Reducing Responsibility in LLM-Powered Multi-Agent Systems to Local Alignment,2025,arXiv,general,position paper,security_relevant,https://arxiv.org/abs/2510.14008,papers/general/arxiv/2025_hu_responsibility.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
135,anbiaee2026protocols,Security Threat Modeling for Emerging AI-Agent Protocols: A Comparative Analysis of MCP A2A Agora and ANP,2026,arXiv,general,threat modeling study,security_relevant,https://arxiv.org/abs/2602.11327,papers/general/arxiv/2026_anbiaee_protocol_threat_modeling.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
136,yu2025trustworthyagents,A Survey on Trustworthy LLM Agents: Threats and Countermeasures,2025,KDD,survey,survey,security_relevant,https://doi.org/10.1145/3711896.3736561,papers/surveys/kdd/2025_yu_trustworthy_agents.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
137,deng2025agentsunderthreat,AI Agents Under Threat: A Survey of Key Security Challenges and Future Pathways,2025,ACM Computing Surveys,survey,survey,security_relevant,https://doi.org/10.1145/3716628,papers/surveys/journals_acm_csur/2025_deng_agents_under_threat.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
