review_track,track_priority,paper_id,title,year,venue,primary_category,paper_type,scope_relation,primary_url,note_path,minimum_review_status,attack_evidence_status,attack_role,attack_instance_coding_required,reviewer,review_date,adjudication_note
load_bearing,11,huang2026whispering_agents,Whispering Agents: An Event-Driven Covert Communication Protocol for the Internet of Agents,2026,AAAI,evaluation,protocol; evaluation; dual-use security,security_relevant,https://ojs.aaai.org/index.php/AAAI/article/view/40380,papers/evaluations/aaai/2026_huang_whispering_agents.md,source_reviewed_pending_author_signoff,dual_use_no_malicious_claim_confirmed,dual_use_protocol,conditional,,,Source review recorded 3 corrections; ready after major patch; author signoff required.
load_bearing,12,wang2026masleak,MASLeak: Investigating and Exposing Intellectual Property Leakage Vulnerabilities in Multi-Agent Systems,2026,USENIX Security,attack,attack; benchmark; evaluation,core_security,https://www.usenix.org/conference/usenixsecurity26/presentation/wang-liwen,papers/attacks/usenix_security/2026_wang_masleak.md,source_reviewed_pending_author_signoff,confirmed_attack_bearing,introduces_attack; benchmark_attack_suite,yes,,,Source review recorded 3 corrections; ready after minor patch; author signoff required.
load_bearing,13,liu2026topology_memory,Topology Matters: Measuring Memory Leakage in Multi-Agent LLMs,2026,Findings of ACL,evaluation,benchmark; evaluation; attack study,core_security,https://aclanthology.org/2026.findings-acl.1980/,papers/evaluations/findings_acl/2026_liu_topology_memory_leakage.md,source_reviewed_pending_author_signoff,confirmed_attack_bearing,benchmark_attack_suite; evaluates_attack,yes,,,Source review recorded 3 corrections; ready after major patch; author signoff required.
load_bearing,14,he2025communication_attacks,Red-Teaming LLM Multi-Agent Systems via Communication Attacks,2025,Findings of ACL,attack,attack; evaluation,core_security,https://aclanthology.org/2025.findings-acl.349/,papers/attacks/findings_acl/2025_he_communication_attacks.md,source_reviewed_pending_author_signoff,confirmed_attack_bearing,introduces_attack,yes,,,Source review recorded 3 corrections; ready after minor patch; author signoff required.
load_bearing,15,liu2025collective_manipulation,Can an Individual Manipulate the Collective Decisions of Multi-Agents?,2025,EMNLP,attack,attack; defense evaluation; empirical study,core_security,https://aclanthology.org/2025.emnlp-main.611/,papers/attacks/emnlp/2025_liu_manipulate_collective_decisions.md,source_reviewed_pending_author_signoff,confirmed_attack_bearing,introduces_attack; evaluates_defense,yes,,,Source review recorded 3 corrections; ready after minor patch; author signoff required.
load_bearing,16,zheng2026byzantine_reliability,Rethinking the Reliability of Multi-agent System: A Perspective from Byzantine Fault Tolerance,2026,AAAI,defense,defense; evaluation; fault study,core_security,https://ojs.aaai.org/index.php/AAAI/article/view/40806,papers/defenses/aaai/2026_zheng_byzantine_reliability.md,source_reviewed_pending_author_signoff,confirmed_attack_bearing,fault_evaluation; evaluates_defense,yes,,,Source review recorded 3 corrections; ready after major patch; author signoff required.
load_bearing,17,triedman2025malicious_code,Multi-Agent Systems Execute Arbitrary Malicious Code,2025,COLM,attack,attack; evaluation,core_security,https://openreview.net/forum?id=DAozI4etUp,papers/attacks/colm/2025_triedman_malicious_code.md,source_reviewed_pending_author_signoff,confirmed_attack_bearing,introduces_attack,yes,,,Source review recorded 2 corrections; ready after minor patch; author signoff required.
load_bearing,18,arif2026conjunctive,Conjunctive Prompt Attacks in Multi-Agent LLM Systems,2026,ACL,attack,attack; evaluation,core_security,https://aclanthology.org/2026.acl-long.1577/,papers/attacks/acl/2026_arif_conjunctive_prompt_attacks.md,source_reviewed_pending_author_signoff,confirmed_attack_bearing,introduces_attack,yes,,,Source review recorded 3 corrections; ready after major patch; author signoff required.
load_bearing,19,zhao2026parasites,Parasites in the Toolchain: A Large-Scale Analysis of Attacks on the MCP Ecosystem,2026,IEEE Symposium on Security and Privacy,attack,attack; measurement; ecosystem evaluation,security_relevant,https://doi.org/10.1109/SP63933.2026.00154,papers/attacks/ieee_security_privacy/2026_zhao_parasites_toolchain.md,source_reviewed_pending_author_signoff,confirmed_attack_bearing,introduces_attack; ecosystem_measurement,yes,,,Source review recorded 3 corrections; ready after major patch; author signoff required.
load_bearing,20,li2026a2asecbench,A2ASecBench: A Protocol-Aware Security Benchmark for Agent-to-Agent Multi-Agent Systems,2026,ICLR,evaluation,benchmark; evaluation; attack suite,core_security,https://iclr.cc/virtual/2026/poster/10010017,papers/evaluations/iclr/2026_li_a2asecbench.md,source_reviewed_pending_author_signoff,confirmed_attack_bearing,benchmark_attack_suite,yes,,,Published ICLR paper recovered and exact evidence locators recorded; named author signoff required.
standard_attack,21,tian2023evil_geniuses,Evil Geniuses: Delving into the Safety of LLM-based Agents,2023,arXiv,attack,attack,security_relevant,https://arxiv.org/abs/2311.11855,papers/attacks/arxiv/2023_tian_evil_geniuses.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,22,amayuelas2024collaboration_attack,MultiAgent Collaboration Attack: Investigating Adversarial Attacks in Large Language Model Collaborations via Debate,2024,Findings of EMNLP,attack,attack,core_security,https://aclanthology.org/2024.findings-emnlp.407/,papers/attacks/findings_emnlp/2024_amayuelas_collaboration_attack.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,23,zhang2024psysafe,PsySafe: A Comprehensive Framework for Psychological-based Attack Defense and Evaluation of Multi-agent System Safety,2024,ACL,attack,evaluation,security_relevant,https://aclanthology.org/2024.acl-long.812/,papers/attacks/acl/2024_zhang_psysafe.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,24,tan2024wolf_within,The Wolf Within: Covert Injection of Malice into MLLM Societies via an MLLM Operative,2024,arXiv,attack,attack,core_security,https://arxiv.org/abs/2402.14859,papers/attacks/arxiv/2024_tan_wolf_within.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,25,khan2025agents_under_siege,Agents Under Siege: Breaking Pragmatic Multi-Agent LLM Systems with Optimized Prompt Attacks,2025,ACL,attack,attack,core_security,https://aclanthology.org/2025.acl-long.476/,papers/attacks/acl/2025_khan_agents_under_siege.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,26,han2025alignment_tipping,Alignment Tipping Process: How Self-Evolution Pushes LLM Agents Off the Rails,2025,arXiv,attack,evaluation,security_relevant,https://arxiv.org/abs/2510.04860,papers/attacks/arxiv/2025_han_alignment_tipping.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,27,bowers2025code_injection,Analyzing Code Injection Attacks on LLM-based Multi-Agent Systems in Software Development,2025,ICMLA,attack,evaluation,core_security,https://doi.org/10.1109/ICMLA66185.2025.00174,papers/attacks/icmla/2025_bowers_code_injection.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,28,zhang2025breaking_agents,Breaking Agents: Compromising Autonomous LLM Agents Through Malfunction Amplification,2025,EMNLP,attack,attack,security_relevant,https://aclanthology.org/2025.emnlp-main.1771/,papers/attacks/emnlp/2025_zhang_breaking_agents.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,29,zhu2025_collaborative_shadows,Collaborative Shadows: Distributed Backdoor Attacks in LLM-Based Multi-Agent Systems,2025,arXiv,attack,attack,core_security,https://arxiv.org/abs/2510.11246,papers/attacks/arxiv/2025_zhu_collaborative_shadows.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,30,supp_comet_metaphor_driven_covert_communication_for_multi_agent_language_games,CoMet: Metaphor-Driven Covert Communication for Multi-Agent Language Games,2025,ACL 2025,attack,attack; evaluation,core_security,https://aclanthology.org/2025.acl-long.389/,papers/attacks/acl_2025/2025_xu_comet_metaphor_driven_covert_communication_for_m.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,31,zheng2025integrity_attacks,Demonstrations of Integrity Attacks in Multi-Agent Systems,2025,arXiv,attack,attack,core_security,https://arxiv.org/abs/2506.04572,papers/attacks/arxiv/2025_zheng_integrity_attacks.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,32,liang2025_dont_trust_upstream,Don't Trust Your Upstream: Exploiting LLM Multi-Agent System via Topology-Guided Adversarial Propagation,2025,arXiv,attack,attack,core_security,https://arxiv.org/abs/2512.04129,papers/attacks/arxiv/2025_liang_dont_trust_upstream.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,33,long2025funcpoison,FuncPoison: Poisoning Function Library to Hijack Multi-agent Autonomous Driving Systems,2025,arXiv,attack,attack,core_security,https://arxiv.org/abs/2509.24408,papers/attacks/arxiv/2025_long_funcpoison.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,34,yu2025codes,LLM-based Multi-Agents System Attack via Continuous Optimization with Discrete Efficient Search,2025,COLM,attack,attack,core_security,https://openreview.net/forum?id=ED5diyzc1C,papers/attacks/colm/2025_yu_codes.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,35,zhu2025master,MASTER: Multi-Agent Security Through Exploration of Roles and Topological Structures - A Comprehensive Framework,2025,Findings of EMNLP,attack,evaluation,core_security,https://aclanthology.org/2025.findings-emnlp.917/,papers/attacks/findings_emnlp/2025_zhu_master.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,36,peigne2025security_tax,Multi-Agent Security Tax: Trading Off Security and Collaboration Capabilities in Multi-Agent Systems,2025,AAAI,attack,attack,core_security,https://ojs.aaai.org/index.php/AAAI/article/view/34970,papers/attacks/aaai/2025_peigne_security_tax.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,37,huang2025faulty_agents,On the Resilience of LLM-Based Multi-Agent Collaboration with Faulty Agents,2025,ICML,attack,evaluation,security_relevant,https://proceedings.mlr.press/v267/huang25ay.html,papers/attacks/icml/2025_huang_faulty_agents.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,38,supp_safe_in_isolation_dangerous_together_agent_driven_multi_turn_decomposition_jailb,"Safe in Isolation, Dangerous Together: Agent-Driven Multi-Turn Decomposition Jailbreaks on LLMs",2025,REALM Workshop at ACL 2025,attack,attack; evaluation,core_security,https://aclanthology.org/2025.realm-1.13/,papers/attacks/realm_workshop_at_acl_2025/2025_srivastav_safe_in_isolation_dangerous_together_agent_drive.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,39,lupinacci2025darkside,The Dark Side of LLMs: Agent-based Attack Vectors for System-level Compromise,2025,arXiv,attack,attack,security_relevant,https://arxiv.org/abs/2507.06850,papers/attacks/arxiv/2025_lupinacci_dark_side.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,40,arxiv_2509_14284,The Sum Leaks More Than Its Parts: Compositional Privacy Risks and Mitigations in Multi-Agent Collaboration,2025,arXiv,attack,high-citation non-peer security candidate,core_security,https://arxiv.org/abs/2509.14284,papers/attacks/arxiv/2025_patil_the_sum_leaks_more_than_its_parts_compositional.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,41,zhang2025allies_foes,When Allies Turn Foes: Exploring Group Characteristics of LLM-Based Multi-Agent Collaborative Systems Under Adversarial Attacks,2025,Findings of EMNLP,attack,attack,core_security,https://aclanthology.org/2025.findings-emnlp.333/,papers/attacks/findings_emnlp/2025_zhang_when_allies_turn_foes.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,42,arxiv_2504_00374,When Persuasion Overrides Truth in Multi-Agent LLM Debates: Introducing a Confidence-Weighted Persuasion Override Rate (CW-POR),2025,arXiv,attack,high-citation non-peer security candidate,core_security,https://arxiv.org/abs/2504.00374,papers/attacks/arxiv/2025_agarwal_when_persuasion_overrides_truth_in_multi_agent_l.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,43,xie2025_whos_the_mole,Who's the Mole? Modeling and Detecting Intention-Hiding Malicious Agents in LLM-Based Multi-Agent Systems,2025,arXiv,attack,evaluation,core_security,https://arxiv.org/abs/2507.04724,papers/attacks/arxiv/2025_xie_whos_the_mole.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,44,yang2026among_us,Among Us: Measuring and Mitigating Malicious Contributions in Model Collaboration Systems,2026,ACL,attack,evaluation,security_relevant,https://aclanthology.org/2026.acl-long.725/,papers/attacks/acl/2026_yang_among_us.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,45,hagag2026architecture_matters,Architecture Matters for Multi-Agent Security,2026,ICML,attack,evaluation,core_security,https://icml.cc/virtual/2026/poster/64792,papers/attacks/icml/2026_hagag_architecture_matters.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,46,yan2026mast,"Attack the Messages, Not the Agents: A Multi-round Adaptive Stealthy Tampering Framework for LLM-MAS",2026,AAAI,attack,attack,core_security,https://ojs.aaai.org/index.php/AAAI/article/view/40224,papers/attacks/aaai/2026_yan_attack_messages.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,47,jha2026control_flow_hijacking,Breaking and Fixing Defenses Against Control-Flow Hijacking in Multi-Agent Systems,2026,ICLR,attack,defense,core_security,https://openreview.net/forum?id=PNU9Rj5RDQ,papers/attacks/iclr/2026_jha_control_flow_hijacking.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,48,wu2026cia,CIA: Inferring the Communication Topology from LLM-based Multi-Agent Systems,2026,ACL,attack,attack,core_security,https://aclanthology.org/2026.acl-long.815/,papers/attacks/acl/2026_wu_cia.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,49,supp_star_cooperative_attacks_2026,Defending LLM-based Multi-Agent Systems Against Cooperative Attacks with Sentence-Level Rectification,2026,arXiv,attack,attack; defense; evaluation,core_security,https://arxiv.org/abs/2605.28104,papers/attacks/arxiv/2026_luo_defending_llm_based_multi_agent_systems_against.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,50,yan2026evo_attacker,Evo-Attacker: Memory-Augmented Reinforcement Learning for Long-Horizon Tool Attacks on LLM-MAS,2026,ACL,attack,attack,core_security,https://aclanthology.org/2026.acl-long.330/,papers/attacks/acl/2026_yan_evo_attacker.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,51,zhou2026shield_target,From Shield to Target: Denial-of-Service Attacks on LLM-Based Agent Guardrails,2026,arXiv,attack,attack,security_relevant,https://arxiv.org/abs/2606.14517,papers/attacks/arxiv/2026_zhou_guardrail_dos.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,52,zhou2026hierarchical_attacks,Hierarchical Attacks for Multi-Modal Multi-Agent Reasoning,2026,CVPR,attack,evaluation,core_security,https://openaccess.thecvf.com/content/CVPR2026/html/Zhou_Hierarchical_Attacks_for_Multi-Modal_Multi-Agent_Reasoning_CVPR_2026_paper.html,papers/attacks/cvpr/2026_zhou_hierarchical_attacks.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,53,sun2026insider,Insider Attacks in Multi-Agent LLM Consensus Systems,2026,arXiv,attack,attack,core_security,https://arxiv.org/abs/2605.08268,papers/attacks/arxiv/2026_sun_insider_attacks.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,54,naik2026omni_leak,OMNI-LEAK: Orchestrator Multi-Agent Network Induced Data Leakage,2026,arXiv,attack,attack,core_security,https://arxiv.org/abs/2602.13477,papers/attacks/arxiv/2026_naik_omni_leak.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,55,lee2026prompt_infection,Prompt Infection: LLM-to-LLM Prompt Injection within Multi-agent Systems,2026,ESORICS 2025 International Workshops,attack,attack,core_security,https://link.springer.com/chapter/10.1007/978-3-032-16092-8_28,papers/attacks/esorics_workshops/2026_lee_prompt_infection.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,56,ahad2026sif,Semantic Intent Fragmentation: A Single-Shot Compositional Attack on Multi-Agent AI Pipelines,2026,AAAI Symposium Series,attack,attack,security_relevant,https://ojs.aaai.org/index.php/AAAI-SS/article/view/42936,papers/attacks/aaai_symposium/2026_ahad_semantic_intent_fragmentation.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,57,wang2026shadows_code,Shadows in the Code: Exploring the Risks and Defenses of LLM-based Multi-Agent Software Development Systems,2026,AAAI,attack,evaluation,core_security,https://ojs.aaai.org/index.php/AAAI/article/view/41134,papers/attacks/aaai/2026_wang_shadows_code.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,58,ko2026social_dynamics,Social Dynamics as Critical Vulnerabilities that Undermine Objective Decision-Making in LLM Collectives,2026,ACL,attack,evaluation,security_relevant,https://aclanthology.org/2026.acl-long.1756/,papers/attacks/acl/2026_ko_social_dynamics.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,59,xu2026trust_paradox,The Trust Paradox in LLM-Based Multi-Agent Systems: When Collaboration Becomes a Security Vulnerability,2026,IEEE Transactions on Computational Social Systems,attack,evaluation,security_relevant,https://doi.org/10.1109/TCSS.2026.3695070,papers/attacks/journals_ieee_tcss/2026_xu_trust_paradox.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,60,weckbecker2026_thought_virus,Thought Virus: Viral Misalignment via Subliminal Prompting in Multi-Agent Systems,2026,arXiv,attack,attack,security_relevant,https://arxiv.org/abs/2603.00131,papers/attacks/arxiv/2026_weckbecker_thought_virus.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,61,kong2026web_fraud,Web Fraud Attacks Against LLM-Driven Multi-Agent Systems,2026,Findings of ACL,attack,attack,core_security,https://aclanthology.org/2026.findings-acl.686/,papers/attacks/findings_acl/2026_kong_web_fraud.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,62,ren2026financial_fraud,When AI Agents Collude Online: Financial Fraud Risks by Collaborative LLM Agents on Social Platforms,2026,ICLR,attack,evaluation,core_security,https://openreview.net/pdf/0319815fc31bf769beeb29104637feb4c664902c.pdf,papers/attacks/iclr/2026_ren_financial_fraud.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,63,kraidia2026collaboration_fails,When collaboration fails: persuasion driven adversarial influence in multi agent large language model debate,2026,Scientific Reports,attack,attack,core_security,https://www.nature.com/articles/s41598-026-42705-7,papers/attacks/journals_scientific_reports/2026_kraidia_collaboration_fails.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,64,zhang2026embedding_defenses,When Embedding-Based Defenses Fail: Rethinking Safety in LLM-Based Multi-Agent Systems,2026,ICML,attack,defense,core_security,https://icml.cc/virtual/2026/poster/62170,papers/attacks/icml/2026_zhang_embedding_defenses.md,pending_human_review,candidate_from_primary_category,,pending,,,
standard_attack,65,xiao2026sgoatmas,You Don't Have to Be the One Doing Evil! Locate a Scapegoat within Multi-Agent Systems for Executing Covert Attacks,2026,FedKDD/FedMAS Workshop,attack,attack,core_security,https://openreview.net/forum?id=CIRI47rmLQ,papers/attacks/fedkdd_workshop/2026_xiao_sgoatmas.md,pending_human_review,candidate_from_primary_category,,pending,,,
cross_category,66,arxiv_2508_07667,1-2-3 Check: Enhancing Contextual Privacy in LLM via Multi-Agent Reasoning,2025,LLMSEC 2025 Workshop,defense,defense; evaluation,core_security,https://aclanthology.org/2025.llmsec-1.9/,papers/defenses/llmsec_2025_workshop/2025_li_1_2_3_check_enhancing_contextual_privacy_in_llm.md,pending_minimum_review,not_screened,,pending,,,
cross_category,67,rosser2025agentbreeder,AgentBreeder: Mitigating the AI Safety Risks of Multi-Agent Scaffolds via Self-Improvement,2025,NeurIPS,defense,defense,security_relevant,https://proceedings.neurips.cc/paper_files/paper/2025/hash/dc2ccde7ee43e5719e08c68e848bd65a-Abstract-Conference.html,papers/defenses/neurips/2025_rosser_agentbreeder.md,pending_minimum_review,not_screened,,pending,,,
cross_category,68,mao2025agentsafe,AgentSafe: Safeguarding Large Language Model-based Multi-agent Systems via Hierarchical Data Management,2025,arXiv,defense,defense,core_security,https://arxiv.org/abs/2503.04392,papers/defenses/arxiv/2025_mao_agentsafe.md,pending_minimum_review,not_screened,,pending,,,
cross_category,69,supp_agentshield_2025,AgentShield: Make MAS more secure and efficient,2025,arXiv,defense,defense; evaluation,core_security,https://arxiv.org/abs/2511.22924,papers/defenses/arxiv/2025_wang_agentshield_make_mas_more_secure_and_efficient.md,pending_minimum_review,not_screened,,pending,,,
cross_category,70,ebrahimi2025credibility,An Adversary-Resistant Multi-Agent LLM System via Credibility Scoring,2025,IJCNLP-AACL,defense,defense,core_security,https://aclanthology.org/2025.ijcnlp-long.90/,papers/defenses/ijcnlp_aacl/2025_ebrahimi_credibility_scoring.md,pending_minimum_review,not_screened,,pending,,,
cross_category,71,tailor2025auditwhisper,Audit the Whisper: Detecting Steganographic Collusion in Multi-Agent LLMs,2025,arXiv,defense,defense,core_security,https://arxiv.org/abs/2510.04303,papers/defenses/arxiv/2025_tailor_audit_whisper.md,pending_minimum_review,not_screened,,pending,,,
cross_category,72,zou2025blocka2a,BlockA2A: Towards Secure and Verifiable Agent-to-Agent Interoperability,2025,arXiv,defense,defense,core_security,https://arxiv.org/abs/2508.01332,papers/defenses/arxiv/2025_zou_blocka2a.md,pending_minimum_review,not_screened,,pending,,,
cross_category,73,jo2025byzantinerobust,Byzantine-Robust Decentralized Coordination of LLM Agents,2025,arXiv,defense,defense,core_security,https://arxiv.org/abs/2507.14928,papers/defenses/arxiv/2025_jo_byzantine_robust.md,pending_minimum_review,not_screened,,pending,,,
cross_category,74,arxiv_2506_07468,Chasing Moving Targets with Online Self-Play Reinforcement Learning for Safer Language Models,2025,arXiv,defense,high-citation non-peer security candidate,security_relevant,https://arxiv.org/abs/2506.07468,papers/defenses/arxiv/2025_liu_chasing_moving_targets_with_online_self_play_rei.md,pending_minimum_review,not_screened,,pending,,,
cross_category,75,wu2025cowpox,Cowpox: Towards the Immunity of VLM-based Multi-Agent Systems,2025,ICML,defense,defense,core_security,https://proceedings.mlr.press/v267/wu25aq.html,papers/defenses/icml/2025_wu_cowpox.md,pending_minimum_review,not_screened,,pending,,,
cross_category,76,supp_decentralized_multi_agent_system_with_trust_aware_communication,Decentralized Multi-Agent System with Trust-Aware Communication,2025,IEEE ISPA 2025,defense,defense,security_relevant,https://doi.org/10.1109/ISPA67752.2025.00198,papers/defenses/ieee_ispa_2025/2025_ding_decentralized_multi_agent_system_with_trust_awar.md,pending_minimum_review,not_screened,,pending,,,
cross_category,77,supp_evaluating_multi_agent_defences_against_jailbreaking_attacks_on_large_language_m,Evaluating Multi-Agent Defences Against Jailbreaking Attacks on Large Language Models,2025,FLLM 2025,defense,defense; evaluation,core_security,https://doi.org/10.1109/FLLM67465.2025.11391246,papers/defenses/fllm_2025/2025_wit_evaluating_multi_agent_defences_against_jailbrea.md,pending_minimum_review,not_screened,,pending,,,
cross_category,78,li2025argus,Goal-Aware Identification and Rectification of Misinformation in Multi-Agent Systems,2025,arXiv,defense,defense,security_relevant,https://arxiv.org/abs/2506.00509,papers/defenses/arxiv/2025_li_argus.md,pending_minimum_review,not_screened,,pending,,,
cross_category,79,zhou2025guardian,GUARDIAN: Safeguarding LLM Multi-Agent Collaborations with Temporal Graph Modeling,2025,NeurIPS,defense,defense,core_security,https://proceedings.neurips.cc/paper_files/paper/2025/hash/0bc795afae289ed465a65a3b4b1f4eb7-Abstract-Conference.html,papers/defenses/neurips/2025_zhou_guardian.md,pending_minimum_review,not_screened,,pending,,,
cross_category,80,mao2025ibgp,IBGP: Imperfect Byzantine Generals Problem for Zero-Shot Robustness in Communicative Multi-Agent Systems,2025,AAMAS,defense,defense,security_relevant,https://www.ifaamas.org/Proceedings/aamas2025/pdfs/p2654.pdf,papers/defenses/aamas/2025_mao_ibgp.md,pending_minimum_review,not_screened,,pending,,,
