paper_id,title,authors,year,venue,venue_family,venue_type,doi,primary_url,open_access_url,publication_status,scope_relation,primary_role,interaction_dependency,security_relevance,evidence_level,evidence_locator,discovery_source,cutoff,cutoff_basis,note_path
han2025alignment_tipping,Alignment Tipping Process: How Self-Evolution Pushes LLM Agents Off the Rails,Siwei Han; Kaiwen Xiong; Jiaqi Liu; Xinyu Ye; Yaofeng Su; Wenbo Duan; Xinyuan Liu; Cihang Xie; Mohit Bansal; Mingyu Ding; Linjun Zhang; Huaxiu Yao,2025,arXiv,arXiv,preprint,10.48550/arXiv.2510.04860,https://arxiv.org/abs/2510.04860,https://arxiv.org/pdf/2510.04860,non_peer_or_unverified,security_relevant,attack,agents observe and imitate successful peer violations across rounds,"The MAS diffusion pathway informs collective objective integrity, but there is no explicit adversary and half the paper is single-agent self-evolution.",assistant_source_reviewed_pending_author_signoff,ArXiv v2 Abstract p. 1; Sec. 2 pp. 3-4 Fig. 2; Sec. 3 pp. 6-7 Figs. 4-5.,systematic screening ledger; arXiv API,2026-07-01,first version available before cutoff,papers/attacks/arxiv/2025_han_alignment_tipping.md
ebrahimi2025credibility,An Adversary-Resistant Multi-Agent LLM System via Credibility Scoring,Sana Ebrahimi; Mohsen Dehghankar; Abolfazl Asudeh,2025,IJCNLP-AACL,IJCNLP-AACL,conference,10.18653/v1/2025.ijcnlp-long.90,https://aclanthology.org/2025.ijcnlp-long.90/,https://aclanthology.org/2025.ijcnlp-long.90.pdf,peer_reviewed,core_security,defense,persistent agent contribution history determines collective aggregation weight,The protected property and defense are defined over adversarial member contributions and multi-agent aggregation.,assistant_source_reviewed_pending_author_signoff,"ACL Anthology metadata and abstract; published PDF Secs. 2–4 for scoring, Sec. 5/results tables for adversarial ratios. Exact table locators require author signoff.",ACL Anthology; prior corpus defense scan,2026-07-01,first version available before cutoff,papers/defenses/ijcnlp_aacl/2025_ebrahimi_credibility_scoring.md
bowers2025code_injection,Analyzing Code Injection Attacks on LLM-based Multi-Agent Systems in Software Development,Brian Bowers; Smita Khapre; Jugal Kalita,2025,ICMLA,ICML,conference,10.1109/ICMLA66185.2025.00174,https://doi.org/10.1109/ICMLA66185.2025.00174,https://arxiv.org/abs/2512.21818,peer_reviewed,core_security,attack,an insider modifies shared code consumed by tester reviewer and security agents,An insider changes shared code and downstream agents’ review behavior determines whether the injected function survives.,assistant_source_reviewed_pending_author_signoff,"Full text Secs. 4-5 pp. 3-4, Fig. 1 and Listing 1; Secs. 5.3-6 p. 4; Sec. 7 pp. 5-6 Table III; Sec. 8 p. 6.",IEEE DOI metadata; arXiv; prior corpus completeness scan,2026-07-01,first version available before cutoff,papers/attacks/icmla/2025_bowers_code_injection.md
tailor2025auditwhisper,Audit the Whisper: Detecting Steganographic Collusion in Multi-Agent LLMs,Om Tailor,2025,arXiv,arXiv,preprint,10.48550/arXiv.2510.04303,https://arxiv.org/abs/2510.04303,https://arxiv.org/pdf/2510.04303,non_peer_or_unverified,security_relevant,defense,covert coordination is defined relative to an observer of multiple communicating agents,"The defense, benchmark, and failure are inherently multi-party: colluding agents exploit a hidden communication channel and an auditor observes/intervenes.",assistant_source_reviewed_pending_author_signoff,"arXiv abstract for contributions, 10^-3 FPR, 10k honest runs, and external-suite evaluation; paper Secs. 5–6 and results/limitations for benchmark and detectors. Exact pages/tables require author signoff.",arXiv API; collusion-defense scan,2026-07-01,first version available before cutoff,papers/defenses/arxiv/2025_tailor_audit_whisper.md
zou2025blocka2a,BlockA2A: Towards Secure and Verifiable Agent-to-Agent Interoperability,Zhenhua Zou; Zhuotao Liu; Lepeng Zhao; Qiuyang Zhan,2025,arXiv,arXiv,preprint,10.48550/arXiv.2508.01332,https://arxiv.org/abs/2508.01332,https://arxiv.org/pdf/2508.01332,non_peer_or_unverified,core_security,defense,identity authorization provenance and task state span multiple administrative principals,"The proposed framework addresses identity, message integrity, authorization, Byzantine members, and incident response across explicit A2A interactions.",assistant_source_reviewed_pending_author_signoff,"arXiv abstract for architecture, DOE, attack classes, and sub-second overhead; paper Secs. 3–6 for components and prototype tables. Exact locator validation remains for author signoff.",arXiv API; protocol-defense scan,2026-07-01,first version available before cutoff,papers/defenses/arxiv/2025_zou_blocka2a.md
zhang2025breaking_agents,Breaking Agents: Compromising Autonomous LLM Agents Through Malfunction Amplification,Boyang Zhang; Yicong Tan; Yun Shen; Ahmed Salem; Michael Backes; Savvas Zannettou; Yang Zhang,2025,EMNLP,EMNLP,conference,10.18653/v1/2025.emnlp-main.1771,https://aclanthology.org/2025.emnlp-main.1771/,https://aclanthology.org/2025.emnlp-main.1771.pdf,peer_reviewed,core_security,attack,the inherited attack primitive is materially amplified by multi-agent orchestration and shared execution budgets,The attack primitive is general agent malfunction. Only the advanced viral cases are interaction-dependent and should enter the MAS claim corpus.,assistant_source_reviewed_pending_author_signoff,PDF Secs. 3.2-3.3 pp. 2-3; Tables 2-4 pp. 5-7; Sec. 5.5 pp. 6-7; Limitations p. 8.,ACL Anthology; prior corpus,2026-07-01,first version available before cutoff,papers/attacks/emnlp/2025_zhang_breaking_agents.md
jo2025byzantinerobust,Byzantine-Robust Decentralized Coordination of LLM Agents,Yongrae Jo; Chanik Park,2025,arXiv,arXiv,preprint,10.48550/arXiv.2507.14928,https://arxiv.org/abs/2507.14928,https://arxiv.org/pdf/2507.14928,non_peer_or_unverified,core_security,defense,correctness depends on Byzantine participant fraction and distributed aggregation,"The defense and claims directly concern malicious members, distributed aggregation, agreement/selection, and liveness in an LLM-agent protocol.",assistant_source_reviewed_pending_author_signoff,arXiv abstract for DecentLLMs and empirical claim; full paper threat model/theorems in pp. 3–7 and experiment tables. All formal statements require expert signoff against exact theorem text.,arXiv API; Byzantine audit corpus,2026-07-01,first version available before cutoff,papers/defenses/arxiv/2025_jo_byzantine_robust.md
liu2025collective_manipulation,Can an Individual Manipulate the Collective Decisions of Multi-Agents?,Fengyuan Liu; Rui Zhao; Shuo Chen; Guohao Li; Philip Torr; Lei Han; Jindong Gu,2025,EMNLP,EMNLP,conference,10.18653/v1/2025.emnlp-main.611,https://aclanthology.org/2025.emnlp-main.611/,https://aclanthology.org/2025.emnlp-main.611.pdf,peer_reviewed,core_security,attack,The attacker manipulates one known member and optimizes for a change in the collective decision under incomplete information about the rest of the group.,The attacker manipulates one known member and optimizes for a change in the collective decision under incomplete information about the rest of the group.,source_reviewed_pending_author_signoff,"Threat model and incomplete-information game in Sec. 3, PDF pp. 3 to 5; stubborn proxy in Sec. 4, PDF pp. 5 to 7; main result tables in Sec. 5, PDF pp. 7 to 10; metric definition and three-seed reporting in evaluation.",ACL Anthology; prior corpus,2026-07-01,first version available before cutoff,papers/attacks/emnlp/2025_liu_manipulate_collective_decisions.md
zhu2025_collaborative_shadows,Collaborative Shadows: Distributed Backdoor Attacks in LLM-Based Multi-Agent Systems,Pengyu Zhu; Lijun Li; Yaxing Lyu; Li Sun; Sen Su; Jing Shao,2025,arXiv,arXiv,preprint,10.48550/arXiv.2510.11246,https://arxiv.org/abs/2510.11246,https://arxiv.org/pdf/2510.11246,non_peer_or_unverified,core_security,attack,dormant primitives distributed among agent tools assemble only under a collaboration sequence,"The attack depends on distributed authority, role-private tools, cross-agent sequencing, and failure of local inspection to compose.",assistant_source_reviewed_pending_author_signoff,ArXiv v1 Sec. 3 pp. 4-6 Fig. 2; Sec. 4.2 p. 7 and App. B pp. 15-17; Sec. 4.3 pp. 7-9 Table 1/Figs. 3-4; Sec. 5.1 p. 9 Fig. 5.,arXiv; citation snowballing from conjunctive attacks,2026-07-01,first version available before cutoff,papers/attacks/arxiv/2025_zhu_collaborative_shadows.md
wu2025cowpox,Cowpox: Towards the Immunity of VLM-based Multi-Agent Systems,Yutong Wu; Jie Zhang; Yiming Li; Chao Zhang; Qing Guo; Han Qiu; Nils Lukas; Tianwei Zhang,2025,ICML,ICML,conference,,https://proceedings.mlr.press/v267/wu25aq.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wu25aq/wu25aq.pdf,peer_reviewed,core_security,defense,defensive cure samples propagate through the same population channels as infectious jailbreaks,The defense is explicitly population-distributed and addresses infectious jailbreak spread across agent memory/communication.,assistant_source_reviewed_pending_author_signoff,PMLR abstract for defense concept and theoretical guarantee; published PDF Secs. 3–4 and theorem/result tables for exact conditions. Author signoff required for every bound and denominator.,PMLR; ICML proceedings,2026-07-01,first version available before cutoff,papers/defenses/icml/2025_wu_cowpox.md
zheng2025integrity_attacks,Demonstrations of Integrity Attacks in Multi-Agent Systems,Can Zheng; Yuhan Cao; Xiaoning Dong; Tianxing He,2025,arXiv,arXiv,preprint,10.48550/arXiv.2506.04572,https://arxiv.org/abs/2506.04572,https://arxiv.org/pdf/2506.04572,non_peer_or_unverified,core_security,attack,contribution attribution workload and tool choice exist only among collaborating members,Intentional self-interested members manipulate MAS accounting/coordination while preserving apparent task function.,assistant_source_reviewed_pending_author_signoff,ArXiv v1 Abstract p. 1; Sec. 3 pp. 4-6; Sec. 4 p. 6; Sec. 5.3 p. 9 Table 3; Appendix C p. 13 Table 6.,arXiv; prior systematic screening corpus,2026-07-01,first version available before cutoff,papers/attacks/arxiv/2025_zheng_integrity_attacks.md
liang2025_dont_trust_upstream,Don't Trust Your Upstream: Exploiting LLM Multi-Agent System via Topology-Guided Adversarial Propagation,Ruichao Liang; Le Yin; Jing Chen; Yebo Feng; Cong Wu; Xiaoyu Zhang; Huangpeng Gu; Zijian Zhang; Yang Liu,2025,arXiv,arXiv,preprint,10.48550/arXiv.2512.04129,https://arxiv.org/abs/2512.04129,https://arxiv.org/pdf/2512.04129,non_peer_or_unverified,core_security,attack,an exposed edge agent relays adaptive contamination along an inferred path to a privileged member,"Topology confidentiality, graph reachability, multi-hop compromise, privilege distribution, and graph-aware intervention are native MAS security objects.",assistant_source_reviewed_pending_author_signoff,ArXiv v2 Sec. V pp. 5-10 Fig. 3; Sec. VII-D pp. 12-14 Table III; Sec. VII-E p. 15 Table VII; Sec. VII-F pp. 15-16 Tables VIII-X.,arXiv; prior systematic screening corpus,2026-07-01,first version available before cutoff,papers/attacks/arxiv/2025_liang_dont_trust_upstream.md
allegrini2025formalizing,Formalizing the Safety Security and Functional Properties of Agentic AI Systems,Edoardo Allegrini; Ananth Shreekumar; Z. Berkay Celik,2025,arXiv,arXiv,preprint,10.48550/arXiv.2510.14133,https://arxiv.org/abs/2510.14133,https://arxiv.org/pdf/2510.14133,non_peer_or_unverified,core_security,general,properties span host tool MCP and A2A coordination boundaries,It formalizes cross-protocol safety/security properties but is broader than LLM-MAS security and includes agent-tool composition.,assistant_source_reviewed_pending_author_signoff,"arXiv Abstract; formal model and property sections, pp. 3-8 in the corpus note; property definitions and architecture figure",arXiv API; protocol-model scan,2026-07-01,first version available before cutoff,papers/general/arxiv/2025_allegrini_formalizing_properties.md
long2025funcpoison,FuncPoison: Poisoning Function Library to Hijack Multi-agent Autonomous Driving Systems,Yuzhen Long; Songze Li,2025,arXiv,arXiv,preprint,10.48550/arXiv.2509.24408,https://arxiv.org/abs/2509.24408,https://arxiv.org/pdf/2509.24408,non_peer_or_unverified,core_security,attack,a poisoned function changes one agent output and cascades through downstream planning agents,"Shared tool/function supply chain, cross-agent propagation, and safety-critical joint trajectory depend on explicit role interaction.",assistant_source_reviewed_pending_author_signoff,ArXiv v2 Abstract/Sec. 1 pp. 1-2 Fig. 1; method pp. 2-4 Figs. 2-3; Sec. 5 pp. 6-8 Table 2/Figs. 5-6.,systematic screening ledger; arXiv API,2026-07-01,first version available before cutoff,papers/attacks/arxiv/2025_long_funcpoison.md
wang2025gsafeguard,G-Safeguard: A Topology-Guided Security Lens and Treatment on LLM-based Multi-agent Systems,Shilong Wang; Guibin Zhang; Miao Yu; Guancheng Wan; Fanci Meng; Chongye Guo; Kun Wang; Yang Wang,2025,ACL,ACL,conference,10.18653/v1/2025.acl-long.359,https://aclanthology.org/2025.acl-long.359/,https://aclanthology.org/2025.acl-long.359.pdf,peer_reviewed,core_security,defense,The method explicitly represents multi-agent utterances and their graph relations and intervenes on communication topology.,The method explicitly represents multi-agent utterances and their graph relations and intervenes on communication topology.,source_reviewed_pending_author_signoff,"Abstract, PDF p. 1; method sections defining the utterance graph and graph-neural detector; experiment result tables for the recovery claim; intervention section for edge or topology changes.",ACL Anthology; prior corpus,2026-07-01,first version available before cutoff,papers/defenses/acl/2025_wang_g_safeguard.md
li2025argus,Goal-Aware Identification and Rectification of Misinformation in Multi-Agent Systems,Zherui Li; Yan Mi; Zhenhong Zhou; Houcheng Jiang; Guibin Zhang; Kun Wang; Junfeng Fang,2025,arXiv,arXiv,preprint,10.48550/arXiv.2506.00509,https://arxiv.org/abs/2506.00509,https://arxiv.org/pdf/2506.00509,non_peer_or_unverified,core_security,defense,message truth is evaluated against the global task goal and downstream information flow,"It evaluates intentional misinformation injection and downstream multi-agent task integrity, but much of the endpoint is task performance/toxicity rather than a formal CIA/authorization property.",assistant_source_reviewed_pending_author_signoff,arXiv abstract for MisinfoTask/ARGUS and 28.17%/10.33% averages; paper Secs. 3–5 and result tables for exact metrics. Exact page/table validation remains for author signoff.,arXiv API; prior corpus defense scan,2026-07-01,first version available before cutoff,papers/defenses/arxiv/2025_li_argus.md
zhou2025guardian,GUARDIAN: Safeguarding LLM Multi-Agent Collaborations with Temporal Graph Modeling,Jialong Zhou; Lichao Wang; Xiao Yang,2025,NeurIPS,NeurIPS,conference,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/0bc795afae289ed465a65a3b4b1f4eb7-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/0bc795afae289ed465a65a3b4b1f4eb7-Paper-Conference.pdf,peer_reviewed,core_security,defense,temporal node and edge interactions determine anomaly scores and pruning,The attack/defense contract is defined over cross-agent temporal propagation and topology control.,assistant_source_reviewed_pending_author_signoff,"NeurIPS proceedings abstract for temporal graph method and main claim; published PDF Secs. 3–5 for method, setup, and results. Exact table/page locators remain for author signoff.",NeurIPS proceedings; prior corpus defense scan,2026-07-01,first version available before cutoff,papers/defenses/neurips/2025_zhou_guardian.md
cohen2025ai_worm,Here Comes the AI Worm: Preventing the Propagation of Adversarial Self-Replicating Prompts Within GenAI Ecosystems,Stav Cohen; Ron Bitton; Ben Nassi,2025,ACM CCS,ACM CCS,conference,10.1145/3719027.3765196,https://doi.org/10.1145/3719027.3765196,https://arxiv.org/abs/2403.02817,peer_reviewed,security_relevant,attack,"The work studies a network of GenAI email and RAG applications and users. It is highly relevant to propagation, but the system boundary is broader than a population of independently stateful LLM agent cores.","The work studies a network of GenAI email and RAG applications and users. It is highly relevant to propagation, but the system boundary is broader than a population of independently stateful LLM agent cores.",source_reviewed_pending_author_signoff,Final ACM record and CCS paper; preprint retained only for lineage. Cite final tables for propagation and DonkeyRail values. The current note's abstract-only locators are insufficient for quantitative use.,ACM DOI; prior corpus,2026-07-01,first version available before cutoff,papers/attacks/ccs/2025_cohen_ai_worm.md
mathew2025hidden,Hidden in Plain Text: Emergence and Mitigation of Steganographic Collusion in LLMs,Yohan Mathew; Ollie Matthews; Robert McCarthy; Joan Velja; Christian Schroeder de Witt; Dylan Cope; Nandi Schoots,2025,IJCNLP-AACL,IJCNLP-AACL,conference,10.18653/v1/2025.ijcnlp-long.34,https://aclanthology.org/2025.ijcnlp-long.34/,https://aclanthology.org/2025.ijcnlp-long.34.pdf,peer_reviewed,core_security,evaluation,The study uses communicating sender and receiver agents and an overseer; hidden coordination depends on interaction and incentive structure.,The study uses communicating sender and receiver agents and an overseer; hidden coordination depends on interaction and incentive structure.,source_reviewed_pending_author_signoff,"Abstract and Introduction, PDF pp. 1 to 2; metric definitions around PDF p. 3; experiment and mitigation sections; limitations or discussion.",ACL Anthology; prior corpus,2026-07-01,first version available before cutoff,papers/evaluations/ijcnlp_aacl/2025_mathew_hidden_plain_text.md
mao2025ibgp,IBGP: Imperfect Byzantine Generals Problem for Zero-Shot Robustness in Communicative Multi-Agent Systems,Yihuan Mao; Yipeng Kang; Peilun Li; Lichao Sun; Wei Wang; Mingsong Chen; Yang Liu,2025,AAMAS,AAMAS,conference,,https://www.ifaamas.org/Proceedings/aamas2025/pdfs/p2654.pdf,https://www.ifaamas.org/Proceedings/aamas2025/pdfs/p2654.pdf,peer_reviewed,core_security,defense,correctness is defined over local coordination among multiple agents,"The paper studies adversarial coordination robustness, but its task environments and redefined partial-coordination property are broader reliability/safety and should not be treated as classical security consensus.",assistant_source_reviewed_pending_author_signoff,Official PDF p. 1 authors/metadata and problem framing; pp. 1–2 Definitions 2.1–2.2; p. 2 Table 1 and protocol description.,AAMAS official proceedings; prior Byzantine audit,2026-07-01,first version available before cutoff,papers/defenses/aamas/2025_mao_ibgp.md
yu2025codes,LLM-based Multi-Agents System Attack via Continuous Optimization with Discrete Efficient Search,Weichen Yu; Kai Hu; Tianyu Pang; Chao Du; Min Lin; Matt Fredrikson,2025,COLM,COLM,conference,,https://openreview.net/forum?id=ED5diyzc1C,https://openreview.net/pdf?id=ED5diyzc1C,peer_reviewed,core_security,attack,a single intervention creates a self-repeating suffix that propagates through later agent messages,The main claim is interaction-dependent self-replication and failure of compromise containment.,assistant_source_reviewed_pending_author_signoff,Published PDF Abstract/Introduction pp. 1-2; threat scenarios throughout Sec. 2; method Sec. 3.2 p. 5 Algorithms 1-2; result tables in evaluation section.,COLM accepted-paper list; OpenReview; prior systematic corpus,2026-07-01,first version available before cutoff,papers/attacks/colm/2025_yu_codes.md
juneja2025magpie,MAGPIE: A Benchmark for Multi-Agent Contextual Privacy Evaluation,Gurusha Juneja; Jayanth Naga Sai Pasupulati; Alon Albalak; Wenyue Hua; William Yang Wang,2025,NeurIPS Responsible Foundation Models Workshop,NeurIPS Workshop,workshop,,https://nips.cc/virtual/2025/workshop/127834,https://arxiv.org/abs/2510.15186,workshop_or_nonarchival,core_security,evaluation,200 tasks,"Privacy/confidentiality is the primary evaluated property, and violations arise through role-relative inter-agent disclosure even though scenarios are non-adversarial.",assistant_source_reviewed_pending_author_signoff,NeurIPS workshop abstract; repository note dataset/method pp.3-5 and results pp.6-9,NeurIPS workshop; OpenReview; arXiv,2026-07-01,first version available before cutoff,papers/evaluations/neurips_workshop/2025_juneja_magpie.md
