review_row,candidate_basis,record_id,title,publication_date,canonical_venue,publication_status,venue_type,citations,citation_snapshot_date,doi,arxiv_id,source_url,current_corpus_paper_id,current_corpus_primary_category,current_corpus_scope_relation,current_corpus_note_path,prior_source_review_status,prior_recommended_scope,prior_gate_decision,canonical_version_reviewed,full_text_read,gate_multiagent_boundary,gate_explicit_interaction,gate_direct_security_relevance,gate_interaction_dependence,gate_canonical_full_text_evidence,human_final_decision,human_primary_category,human_scope_relation,evidence_locations,decision_reason,reviewer,second_reviewer,review_date,adjudication_note,duplicate_of_record_id,human_signoff_complete
11,current_canonical_corpus;peer_reviewed_broad_inclusion,arxiv:2504.00218,Agents Under Siege: Breaking Pragmatic Multi-Agent LLM Systems with Optimized Prompt Attacks,2025-03-31,ACL,peer_reviewed,conference,38,2026-08-06,10.18653/v1/2025.acl-long.476,2504.00218,https://aclanthology.org/2025.acl-long.476/,khan2025agents_under_siege,attack,core_security,papers/attacks/acl/2025_khan_agents_under_siege.md,assistant_source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,"ACL 2025 published version, DOI 10.18653/v1/2025.acl-long.476; arXiv:2504.00218 full text",yes,yes,yes,yes,yes,yes,include,attack,core_security,Abstract; §3 Threat Model (§§3.1–3.3); §4.1 topological optimization; §4.2 permutation-invariant evasion loss; §§5.1–5.5; Fig. 2 and Table 1,"The attack partitions and routes adversarial prompt chunks through a graph of communicating agents to reach an otherwise inaccessible target while evading edge-level guards. Its feasibility and success depend explicitly on topology, bandwidth, latency, message order, and distributed safety enforcement.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
12,peer_reviewed_broad_inclusion,arxiv:2506.22957,Agent-to-Agent Theory of Mind: Testing Interlocutor Awareness among Large Language Models,2025-06-28,Conference on Empirical Methods in Natural Language Processing,peer_reviewed,conference,4,2026-08-06,arxiv:2506.22957,2506.22957,https://dblp.org/rec/conf/emnlp/ChoiLYJ25,,,,,not_source_reviewed,pending,pending_full_text_adjudication,"EMNLP 2025 published version, DOI 10.18653/v1/2025.emnlp-main.1471",yes,yes,yes,yes,yes,yes,include,evaluation,core_security,ACL Anthology pp. 28895–28901; §2.1 interaction setup; §§4–7 case studies; §6 Alignment Risk; §7 Safety Threat; Fig. 7; Appendices E–G,"The paper's main capability study is broader than security, but it contains direct, controlled security evaluations in which one LLM adapts to the identity of an interacting model, produces reward-hacking behavior, and increases jailbreak susceptibility. Those security effects require an identifiable interlocutor and inter-model interaction.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
13,peer_reviewed_broad_inclusion,doi:10.5220/0014234400004052,AI Agents with Decentralized Identifiers and Verifiable Credentials,2025-10-01,International Conference on Agents and Artificial Intelligence,peer_reviewed,conference,12,2026-08-06,10.5220/0014234400004052,2511.02841,https://doi.org/10.5220/0014234400004052,,,,,not_source_reviewed,pending,pending_full_text_adjudication,"Published conference version, DOI 10.5220/0014234400004052; arXiv:2511.02841 full text",yes,yes,yes,yes,yes,yes,include,defense,core_security,"Abstract; §3 decentralized identity and credential model; §4 trust workflow; §5 Implementation, especially Fig. 1–2 and cross-domain mutual authentication","The prototype equips separately deployed agents in distinct security domains with DIDs and verifiable credentials so that they can mutually authenticate, establish trust, and carry authorization/delegation claims during A2A dialogues. Authentication and authorization are direct security properties realized at the interaction boundary.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
14,current_canonical_corpus,han2025alignment_tipping,Alignment Tipping Process: How Self-Evolution Pushes LLM Agents Off the Rails,2025,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2510.04860,2510.04860,https://arxiv.org/abs/2510.04860,han2025alignment_tipping,attack,security_relevant,papers/attacks/arxiv/2025_han_alignment_tipping.md,agent_unverified,,,arXiv:2510.04860 full text,yes,yes,yes,no,no,yes,exclude,evaluation,security_relevant,Abstract and §1; §2 Alignment Tipping Process; §3.2 Imitative Strategy Diffusion; multi-agent collusion experiments and Figs. 3–5; §5 discussion,"The paper studies alignment decay, reward-driven collusion, and norm diffusion during self-evolution. It does not define a security adversary, protected asset, violated security property, attack, or security defense; the full text does not frame or evaluate a direct security claim.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
15,current_canonical_corpus,rabieinejad2026alteda,ALTEDA: An Adaptive Layered Threat Detection Architecture for Multi-Agent Systems,2026,Information Processing & Management,peer_reviewed,,,,10.1016/j.ipm.2026.104768,,https://doi.org/10.1016/j.ipm.2026.104768,rabieinejad2026alteda,defense,core_security,papers/defenses/journals_information_processing_management/2026_rabieinejad_alteda.md,agent_unverified,,,"Information Processing & Management 2026, DOI 10.1016/j.ipm.2026.104768, canonical title 'Beyond the prompt: Log-based threat detection and attribution for multi-Agent LLMs'; publisher preview reviewed",unclear,yes,yes,yes,yes,unclear,unclear,defense,core_security,Publisher Abstract and Highlights; Introduction; 'Proposed method' snippet; 'Experimental analysis' RQs; 'Summary of findings'; Conclusion; Fig. 1 referenced by publisher,"The publisher material clearly describes a red-teamed multi-agent workflow, interaction-graph threat detection, and attribution to responsible agents and interactions. The spreadsheet title is an earlier ALTEDA-style title rather than the canonical published title. The article is paywalled, so the complete canonical text and exact page/table locators were not independently read.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,"Escalate for institutional/full-PDF access. Substantively this is a strong core-security defense, but the packet's canonical-full-text gate is not complete. Also normalize the title to 'Beyond the prompt: Log-based threat detection and attribution for multi-Agent LLMs'.",,no
16,current_canonical_corpus;peer_reviewed_broad_inclusion,arxiv:2602.05176,Among Us: Measuring and Mitigating Malicious Contributions in Model Collaboration Systems,2026-02-05,ACL,peer_reviewed,conference,1,2026-08-06,10.18653/v1/2026.acl-long.725,2602.05176,https://aclanthology.org/2026.acl-long.725/,yang2026among_us,attack,core_security,papers/attacks/acl/2026_yang_among_us.md,assistant_source_reviewed_pending_author_signoff,security_relevant,contextual_not_strict_core,"ACL 2026 published version, DOI 10.18653/v1/2026.acl-long.725; arXiv:2602.05176 full text",yes,yes,yes,yes,yes,yes,include,evaluation,core_security,Abstract and Introduction; §3 malicious model construction; §4.1 impact evaluation; §4.2 mitigation; Tables 1–2; §5 analysis,"The study inserts malicious language models into API-, text-, logit-, and weight-level collaboration systems, measures damage to safety and task outcomes, and evaluates supervisor-free and supervisor-based mitigation. The harmful contribution reaches the final system only through the collaboration mechanism.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
17,peer_reviewed_broad_inclusion,doi:10.1109/wiecon-ece69386.2025.11526251,A Multi-Agent LLM Defense Pipeline Against Prompt Injection Attacks,2025-09-16,IEEE International WIE Conference on Electrical and Computer Engineering,peer_reviewed,conference,12,2026-08-06,10.1109/wiecon-ece69386.2025.11526251,2509.14285,https://doi.org/10.1109/wiecon-ece69386.2025.11526251,,,,,not_source_reviewed,pending,pending_full_text_adjudication,"IEEE WIECON-ECE 2025 published version, DOI 10.1109/WIECON-ECE69386.2025.11526251; arXiv:2509.14285 full text",yes,yes,yes,yes,yes,yes,include,defense,core_security,Abstract; §III proposed multi-agent architectures; sequential and hierarchical pipeline descriptions; §IV attack dataset and experiment design; results tables; §V discussion,"Specialized detector, analyzer, validator, and coordinator agents exchange decisions in two defense pipelines to detect and neutralize prompt injection. Prompt-injection attack success is the direct security endpoint, and the reported mitigation is produced by coordinated agent checks rather than a single standalone classifier.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
18,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.48448/99k0-6828,An Adversary-Resistant Multi-Agent LLM System via Credibility Scoring,2025-05-30,IJCNLP-AACL,peer_reviewed,conference,,2026-08-06,10.18653/v1/2025.ijcnlp-long.90,2505.24239,https://aclanthology.org/2025.ijcnlp-long.90/,ebrahimi2025credibility,defense,core_security,papers/defenses/ijcnlp_aacl/2025_ebrahimi_credibility_scoring.md,assistant_source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,"IJCNLP-AACL 2025 published version, DOI 10.18653/v1/2025.ijcnlp-long.90; arXiv:2505.24239 full text",yes,yes,yes,yes,yes,yes,include,defense,core_security,Abstract; §§3–5 credibility scoring and coordination; §6.2 collaboration setup; Appendix B adversarial agents; Appendix E.1 interaction architectures; main robustness tables,"The system contains faithful and adversarial agents that exchange answers over multiple topologies. Credibility scores reduce malicious agents' influence on collective decisions, and robustness is evaluated as adversarial membership and communication structure vary.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
19,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.1109/icmla66185.2025.00174,Analyzing Code Injection Attacks on LLM-based Multi-Agent Systems in Software Development,2025-12-03,ICMLA,peer_reviewed,conference,2,2026-08-06,10.1109/ICMLA66185.2025.00174,2512.21818,https://doi.org/10.1109/ICMLA66185.2025.00174,bowers2025code_injection,attack,core_security,papers/attacks/icmla/2025_bowers_code_injection.md,assistant_source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,"ICMLA 2025 published version, DOI 10.1109/ICMLA66185.2025.00174; arXiv:2512.21818v1 full text",yes,yes,yes,yes,yes,yes,include,attack,core_security,§IV Threat Model and Table I; §V architecture and §V-A Attacks; §VI experiments; §VII results; conclusion; Fig. 1,"The paper injects malicious code between coder, reviewer, tester, and security-analysis agents, compares architecture-level attack resilience, and demonstrates how poisoned examples compromise the security agent. The attack path and measured resilience depend on message and artifact handoffs among the agents.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
20,peer_reviewed_broad_inclusion,doi:10.18653/v1/2025.findings-acl.265,An Empirical Study of Group Conformity in Multi-Agent Systems,2025-06-02,FINDINGS ACL,peer_reviewed,conference,,2026-08-06,10.18653/v1/2025.findings-acl.265,2506.01332,https://doi.org/10.18653/v1/2025.findings-acl.265,,,,,not_source_reviewed,pending,pending_full_text_adjudication,"Findings of ACL 2025 published version, DOI 10.18653/v1/2025.findings-acl.265; arXiv:2506.01332 full text",yes,yes,yes,no,no,yes,exclude,evaluation,adjacent,Abstract; §§2.3 and 3 experimental design; §4.1 majority/intelligence effects; Fig. 2; statistical-analysis appendices,"The paper measures social conformity as a behavioral phenomenon under different majority and model-intelligence conditions. It contains no adversary, attack, security property, defense, or security evaluation, so the interaction-dependent conformity result is adjacent rather than security.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
21,current_canonical_corpus,hagag2026architecture_matters,Architecture Matters for Multi-Agent Security,2026,ICML,non_peer_or_unverified,,,,,2604.23459,https://icml.cc/virtual/2026/poster/64792,hagag2026architecture_matters,attack,core_security,papers/attacks/icml/2026_hagag_architecture_matters.md,agent_unverified,,,ICML 2026 poster / arXiv:2604.23459v1 (2026-04-25),yes,yes,yes,yes,yes,yes,include,evaluation,core_security,Abstract; §3 System and threat model; §4 experimental design and Table 1; §5 results; §6 discussion.,"The paper evaluates 13 multi-agent architectures with separately addressable roles, topologies, and memory configurations under malicious-user tasks. Harmful-task execution and attack success change materially with communication architecture, so the security claim is interaction-dependent.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
22,peer_reviewed_broad_inclusion,doi:10.1109/iv55156.2024.10588403,A Superalignment Framework in Autonomous Driving with Large Language Models,2024-06-02,2024 IEEE Intelligent Vehicles Symposium (IV),peer_reviewed,conference,21,2026-08-06,10.1109/iv55156.2024.10588403,2406.05651,https://dblp.org/rec/conf/ivs/KongBFW24,,,,,not_source_reviewed,pending,pending_full_text_adjudication,IEEE IV 2024 published paper / arXiv:2406.05651,yes,unclear,no,yes,no,yes,exclude,defense,security_relevant,Abstract; §III Method; Table III; Tables IV–V; Conclusion.,"The paper directly discusses data security, privacy, driving safety, and alignment, but the canonical full text does not specify at least two separately addressable LLM agents exchanging messages or shared state. The reported evaluation chiefly scores prompts and outputs with GPT-4-turbo, so the security result is not shown to depend on inter-agent interaction.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
23,peer_reviewed_broad_inclusion,doi:10.1145/3779208.3785380,ATAG: AI-Agent Application Threat Assessment with Attack Graphs,2025-06-03,ACM Asia Conference on Computer and Communications Security,peer_reviewed,conference,6,2026-08-06,10.1145/3779208.3785380,2506.02859,https://doi.org/10.1145/3779208.3785380,,,,,not_source_reviewed,pending,pending_full_text_adjudication,ACM published version (DOI 10.1145/3779208.3785380) / arXiv:2506.02859,yes,yes,yes,yes,yes,yes,include,evaluation,core_security,Abstract; §1; §2.2; §3.2 interaction rules; Listings 4–6; §3.4 attack-path analysis; evaluation/case-study sections.,"ATAG models multi-agent application topologies, communication/data-flow edges, and vulnerabilities as attack-graph facts and rules. Its security endpoint is multi-step attack reachability and risk across agent boundaries; lateral movement and downstream leakage depend on the inter-agent graph.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
24,peer_reviewed_broad_inclusion,doi:10.18653/v1/2024.emnlp-main.610,ATM: Adversarial Tuning Multi-agent System Makes a Robust Retrieval-Augmented Generator,2024-01-01,EMNLP MAIN,peer_reviewed,conference,,2026-08-06,10.18653/v1/2024.emnlp-main.610,2405.18111,https://doi.org/10.18653/v1/2024.emnlp-main.610,,,,,not_source_reviewed,pending,pending_full_text_adjudication,EMNLP 2024 published paper / arXiv:2405.18111,yes,yes,yes,yes,yes,yes,include,defense,core_security,Abstract; §3 (Attacker and Generator); Figure 2; §4 experimental setup; Tables 2–5; Appendix C Algorithm 1.,"ATM contains separately addressable Attacker and Generator agents optimized in opposite directions. The robustness defense is produced by repeated adversarial exchange in which fabricated retrieval content is generated from the Generator's observed weakness, so the claim materially depends on multi-agent interaction.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
25,peer_reviewed_broad_inclusion,doi:10.5220/0014840300004015,"A Trace-Based Assurance Framework for Agentic AI Orchestration: Contracts, Testing, and Governance",2026-03-18,International Conference on Evaluation of Novel Approaches to Software Engineering,peer_reviewed,conference,5,2026-08-06,10.5220/0014840300004015,2603.18096,https://dblp.org/rec/conf/enase/PaduraruBS26,,,,,not_source_reviewed,pending,pending_full_text_adjudication,ENASE 2026 paper / arXiv:2603.18096v1,yes,yes,yes,yes,yes,yes,include,evaluation,core_security,Abstract; §III failure definitions; §IV Message-Action Traces and contracts; §V evaluation/metrics; limitations paragraph.,"The framework explicitly targets planner/verifier/action agents, messages, delegation, shared memory, tools, and trace-level policy constraints. It defines adversarial schedules and contract violations whose existence and localization depend on handoffs and downstream propagation. It is methodological rather than empirically validated, but it still presents a direct multi-agent assurance/security evaluation model with locatable full-text evidence.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
26,current_canonical_corpus,men2025troublemaker,A Troublemaker with Contagious Jailbreak Makes Chaos in Honest Towns,2025,ACL,peer_reviewed,,,,10.18653/v1/2025.acl-long.859,,https://aclanthology.org/2025.acl-long.859/,men2025troublemaker,attack,core_security,papers/attacks/acl/2025_men_troublemaker.md,agent_unverified,,,"ACL 2025 published version, pp. 17561–17587 (DOI 10.18653/v1/2025.acl-long.859)",yes,yes,yes,yes,yes,yes,include,attack,core_security,Abstract; method/threat-setting sections defining TMCHT and ARCJ; topology and scale experiments; main result tables; appendices.,"TMCHT studies one attacker agent poisoning independent memories and propagating a contagious jailbreak through line, star, and large-agent societies. Attack success, toxicity disappearance, replication, and topology effects are inherently inter-agent.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
